ID	Kind	Name	Min	Max	Mode	Median	Mean	Total	query(count)	query(coverage)	query(coverage/max)	query(coverage/mode)	Pathway_ID
M00446_1	FuncSet	RstB-RstA two-component regulatory system	0.0	100.0	5	0.0	8.5704	2	2	1.0	1.0	20.0	M00446
M00493_1	FuncSet	AlgZ-AlgR (alginate production) two-component regulatory system	0.0	100.0	5	0.0	7.3698	2	1	0.5	0.5	10.0	M00493
M00523_1	FuncSet	RegB-RegA (redox response) two-component regulatory system	0.0	100.0	5	0.0	16.4019	2	2	1.0	1.0	20.0	M00523
M00502_1	FuncSet	GlrK-GlrR (amino sugar metabolism) two-component regulatory system	0.0	100.0	5	0.0	8.3672	2	0	0.0	0.0	0.0	M00502
M00444_1	FuncSet	PhoQ-PhoP (magnesium transport) two-component regulatory system	0.0	100.0	5	0.0	10.2327	2	2	1.0	1.0	20.0	M00444
M00452_1	FuncSet	CusS-CusR (copper tolerance) two-component regulatory system	0.0	100.0	5	0.0	11.5072	2	2	1.0	1.0	20.0	M00452
M00468_1	FuncSet	SaeS-SaeR (staphylococcal virulence regulation) two-component regulatory system	0.0	100.0	5	0.0	1.1452	2	0	0.0	0.0	0.0	M00468
M00480_1	FuncSet	VraS-VraR (cell-wall peptidoglycan synthesis) two-component regulatory system	0.0	100.0	5	0.0	0.8312	2	0	0.0	0.0	0.0	M00480
M00453_1	FuncSet	QseC-QseB (quorum sensing) two-component regulatory system	0.0	100.0	5	0.0	12.9294	2	2	1.0	1.0	20.0	M00453
M00507_1	FuncSet	ChpA-ChpB/PilGH (chemosensory) two-component regulatory system	0.0	100.0	5	0.0	9.0802	5	4	0.8	0.8	16.0	M00507
M00483_1	FuncSet	NreB-NreC (dissimilatory nitrate/nitrite reduction) two-component regulatory system	0.0	100.0	5	0.0	2.2165	2	0	0.0	0.0	0.0	M00483
M00514_1	FuncSet	TtrS-TtrR (tetrathionate respiration) two-component regulatory system	0.0	100.0	5	0.0	2.7706	2	0	0.0	0.0	0.0	M00514
M00648_1	FuncSet	Multidrug resistance, efflux pump MdtABC	0.0	100.0	5	0.0	11.341	3	1	0.3333	0.3333	6.666	M00648
M00472_1	FuncSet	NarQ-NarP (nitrate respiration) two-component regulatory system	0.0	100.0	5	0.0	5.6705	2	0	0.0	0.0	0.0	M00472
M00692_1	FuncSet	Cell cycle - G1/S transition	0.0	100.0	5	0.0	5.5966	2	0	0.0	0.0	0.0	M00692
M00466_1	FuncSet	NblS-NblR (photosynthesis) two-component regulatory system	0.0	100.0	5	0.0	1.6069	2	0	0.0	0.0	0.0	M00466
M00469_1	FuncSet	BceS-BceR (bacitracin transport) two-component regulatory system	0.0	100.0	5	0.0	2.5674	2	0	0.0	0.0	0.0	M00469
M00360_1	FuncSet	Aminoacyl-tRNA biosynthesis, prokaryotes	0.0	100.0	95	100.0	98.8897	18	18	1.0	1.0	1.05263157895	M00360
M00645_1	FuncSet	Multidrug resistance, efflux pump SmeABC	0.0	100.0	5	0.0	7.1174	3	0	0.0	0.0	0.0	M00645
M00771_1	FuncSet	FitF-FitH (insecticidal toxin regulation) two-component regulatory system	0.0	100.0	5	0.0	0.1293	2	0	0.0	0.0	0.0	M00771
M00728_1	FuncSet	Cationic antimicrobial peptide (CAMP) resistance, envelope protein folding and degrading  factors DegP and DsbA	0.0	100.0	5	33.3333	23.7286	3	2	0.6667	0.6667	13.334	M00728
M00505_1	FuncSet	KinB-AlgB (alginate production) two-component regulatory system	0.0	100.0	5	0.0	1.9579	2	2	1.0	1.0	20.0	M00505
M00688_1	FuncSet	MAPK (JNK) signaling	0.0	100.0	5	0.0	4.8886	3	0	0.0	0.0	0.0	M00688
M00359_1	FuncSet	Aminoacyl-tRNA biosynthesis, eukaryotes	0.0	100.0	95	90.0	90.2253	20	18	0.9	0.9	0.947368421053	M00359
M00449_1	FuncSet	CreC-CreB (phosphate regulation) two-component regulatory system	0.0	100.0	5	0.0	6.4832	2	2	1.0	1.0	20.0	M00449
M00476_1	FuncSet	ComP-ComA (competence) two-component regulatory system	0.0	100.0	5	0.0	1.9209	2	0	0.0	0.0	0.0	M00476
M00737_1	FuncSet	Bacitracin resistance, VraDE transporter	0.0	100.0	5	0.0	1.0621	4	0	0.0	0.0	0.0	M00737
M00654_1	FuncSet	ParS-ParR (polymyxin-adaptive resistance) two-component regulatory system	0.0	100.0	5	0.0	0.5356	2	1	0.5	0.5	10.0	M00654
M00515_1	FuncSet	FlrB-FlrC (polar flagellar synthesis) two-component regulatory system	0.0	100.0	5	0.0	7.6838	2	2	1.0	1.0	20.0	M00515
M00482_1	FuncSet	DevS-DevR (redox response) two-component regulatory system	0.0	100.0	5	0.0	0.7942	2	0	0.0	0.0	0.0	M00482
M00647_1	FuncSet	Multidrug resistance, efflux pump AcrAB-TolC/SmeDEF	0.0	100.0	5	0.0	21.7953	2	2	1.0	1.0	20.0	M00647
M00680_1	FuncSet	TGF-beta signaling	0.0	100.0	5	0.0	3.2508	3	0	0.0	0.0	0.0	M00680
M00478_1	FuncSet	DegS-DegU (multicellular behavior control) two-component regulatory system	0.0	100.0	5	0.0	5.6335	2	0	0.0	0.0	0.0	M00478
M00454_1	FuncSet	KdpD-KdpE (potassium transport) two-component regulatory system	0.0	100.0	5	0.0	32.7484	2	2	1.0	1.0	20.0	M00454
M00766_1	FuncSet	Streptomycin resistance, deactivating enzyme StrAB	0.0	100.0	5	0.0	5.4119	2	0	0.0	0.0	0.0	M00766
M00667_1	FuncSet	Tetracycline resistance, efflux pump	0.0	100.0	5	0.0	0.628	2	0	0.0	0.0	0.0	M00667
M00503_1	FuncSet	PgtB-PgtA (phosphoglycerate transport) two-component regulatory system	0.0	100.0	5	0.0	1.5515	2	0	0.0	0.0	0.0	M00503
M00447_1	FuncSet	CpxA-CpxR (envelope stress response) two-component regulatory system	0.0	100.0	5	0.0	9.9187	2	1	0.5	0.5	10.0	M00447
M00487_1	FuncSet	CitS-CitT (magnesium-citrate transport) two-component regulatory system	0.0	100.0	5	0.0	1.6069	2	0	0.0	0.0	0.0	M00487
M00678_1	FuncSet	Hedgehog signaling	0.0	100.0	5	0.0	4.167	5	0	0.0	0.0	0.0	M00678
M00694_1	FuncSet	cGMP signaling	0.0	100.0	5	0.0	5.1164	2	0	0.0	0.0	0.0	M00694
M00481_1	FuncSet	LiaS-LiaR (cell wall stress response) two-component regulatory system	0.0	100.0	5	0.0	6.2615	2	0	0.0	0.0	0.0	M00481
M00474_1	FuncSet	RcsC-RcsD-RcsB (capsule synthesis) two-component regulatory system	0.0	100.0	5	0.0	6.3416	3	2	0.6667	0.6667	13.334	M00474
M00695_1	FuncSet	cAMP signaling	0.0	100.0	5	0.0	12.0182	3	0	0.0	0.0	0.0	M00695
M00470_1	FuncSet	YxdK-YxdJ (antimicrobial peptide response) two-component regulatory system	0.0	100.0	5	0.0	0.4433	2	0	0.0	0.0	0.0	M00470
M00456_1	FuncSet	ArcB-ArcA (anoxic redox control) two-component regulatory system	0.0	100.0	5	0.0	7.3698	2	0	0.0	0.0	0.0	M00456
M00465_1	FuncSet	ManS-ManR (manganese homeostasis) two-component regulatory system	0.0	100.0	5	0.0	2.3642	2	0	0.0	0.0	0.0	M00465
M00473_1	FuncSet	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	0.0	100.0	5	0.0	6.2615	2	1	0.5	0.5	10.0	M00473
M00682_1	FuncSet	Notch signaling	0.0	100.0	5	0.0	4.8393	3	0	0.0	0.0	0.0	M00682
M00818_1	FuncSet	FusK-FusR (virulence regulation) two-component regulatory system	0.0	100.0	5	0.0	1.9764	2	0	0.0	0.0	0.0	M00818
M00719_1	FuncSet	Ihk-Irr (virulence regulation) two-component regulatory system	0.0	100.0	5	0.0	0.4987	2	0	0.0	0.0	0.0	M00719
M00471_1	FuncSet	NarX-NarL (nitrate respiration) two-component regulatory system	0.0	100.0	5	0.0	9.8818	2	0	0.0	0.0	0.0	M00471
M00658_1	FuncSet	VanS-VanR (actinomycete type vancomycin resistance) two-component regulatory system	0.0	100.0	5	0.0	1.9209	2	0	0.0	0.0	0.0	M00658
M00812_1	FuncSet	AgrC2-AgrA2 (virulence regulation) two-component regulatory system	0.0	0.0	5	0.0	0.0	2	0	0.0		0.0	M00812
M00501_1	FuncSet	PilS-PilR (type 4 fimbriae synthesis) two-component regulatory system	0.0	100.0	5	0.0	9.6601	2	0	0.0	0.0	0.0	M00501
M00464_1	FuncSet	NrsS-NrsR (nickel tolerance) two-component regulatory system	0.0	100.0	5	0.0	0.4802	2	0	0.0	0.0	0.0	M00464
M00653_1	FuncSet	AauS-AauR (acidic amino acids utilization) two-component regulatory system	0.0	100.0	5	0.0	1.2745	2	2	1.0	1.0	20.0	M00653
M00461_1	FuncSet	MtrB-MtrA (osmotic stress response) two-component regulatory system	0.0	100.0	5	0.0	9.0506	2	0	0.0	0.0	0.0	M00461
M00485_1	FuncSet	KinABCDE-Spo0FA (sporulation control) two-component regulatory system	0.0	100.0	5	0.0	3.3142	7	0	0.0	0.0	0.0	M00485
M00504_1	FuncSet	DctB-DctD (C4-dicarboxylate transport) two-component regulatory system	0.0	100.0	5	0.0	11.2671	2	2	1.0	1.0	20.0	M00504
M00500_1	FuncSet	AtoS-AtoC (cPHB biosynthesis) two-component regulatory system	0.0	100.0	5	0.0	4.082	2	0	0.0	0.0	0.0	M00500
M00489_1	FuncSet	DctS-DctR (C4-dicarboxylate transport) two-component regulatory system	0.0	100.0	5	0.0	2.3827	2	0	0.0	0.0	0.0	M00489
M00498_1	FuncSet	NtrY-NtrX (nitrogen regulation) two-component regulatory system	0.0	100.0	5	0.0	11.1747	2	0	0.0	0.0	0.0	M00498
M00443_1	FuncSet	SenX3-RegX3 (phosphate starvation response) two-component regulatory system	0.0	100.0	5	0.0	9.8818	2	0	0.0	0.0	0.0	M00443
M00676_1	FuncSet	PI3K-Akt signaling	0.0	100.0	5	0.0	4.4182	5	0	0.0	0.0	0.0	M00676
M00521_1	FuncSet	CiaH-CiaR two-component regulatory system	0.0	100.0	5	0.0	2.3827	2	0	0.0	0.0	0.0	M00521
M00679_1	FuncSet	BMP signaling	0.0	100.0	5	0.0	4.3837	3	0	0.0	0.0	0.0	M00679
M00508_1	FuncSet	PixL-PixGH (positive phototaxis) two-component regulatory system	0.0	100.0	5	0.0	0.6034	3	0	0.0	0.0	0.0	M00508
M00509_1	FuncSet	WspE-WspRF (chemosensory) two-component regulatory system	0.0	100.0	5	0.0	4.1251	3	3	1.0	1.0	20.0	M00509
M00656_1	FuncSet	VanS-VanR (VanB type vancomycin resistance) two-component regulatory system	0.0	100.0	5	0.0	0.9974	2	0	0.0	0.0	0.0	M00656
M00467_1	FuncSet	SasA-RpaAB (circadian timing mediating) two-component regulatory system	0.0	100.0	5	0.0	3.0046	3	0	0.0	0.0	0.0	M00467
M00459_1	FuncSet	VicK-VicR (cell wall metabolism) two-component regulatory system	0.0	100.0	5	0.0	10.9531	2	1	0.5	0.5	10.0	M00459
M00816_1	FuncSet	NisK-NisR (Lantibiotic biosynthesis) two-component regulatory system	0.0	100.0	5	0.0	3.9897	2	0	0.0	0.0	0.0	M00816
M00362_1	FuncSet	Nucleotide sugar biosynthesis, prokaryotes	0.0	100.0	85	71.4286	69.1435	7	6	0.8571	0.8571	1.00835294118	M00362
M00646_1	FuncSet	Multidrug resistance, efflux pump AcrAD-TolC	0.0	100.0	5	0.0	8.1886	3	0	0.0	0.0	0.0	M00646
M00492_1	FuncSet	LytS-LytR two-component regulatory system	0.0	100.0	5	0.0	5.9291	2	0	0.0	0.0	0.0	M00492
M00488_1	FuncSet	DcuS-DcuR (C4-dicarboxylate metabolism) two-component regulatory system	0.0	100.0	5	0.0	3.0107	2	0	0.0	0.0	0.0	M00488
M00484_1	FuncSet	YdfH-YdfI two-component regulatory system	0.0	100.0	5	0.0	1.0713	2	0	0.0	0.0	0.0	M00484
M00743_1	FuncSet	Aminoglycoside resistance, protease HtpX	0.0	100.0	5	33.3333	33.5304	3	3	1.0	1.0	20.0	M00743
M00495_1	FuncSet	AgrC-AgrA (exoprotein synthesis) two-component regulatory system	0.0	100.0	5	0.0	4.5068	2	0	0.0	0.0	0.0	M00495
M00486_1	FuncSet	CitA-CitB (citrate fermentation) two-component regulatory system	0.0	100.0	5	0.0	3.454	2	0	0.0	0.0	0.0	M00486
M00729_1	FuncSet	Fluoroquinolone resistance, gyrase-protecting protein Qnr	0.0	100.0	65	66.6667	46.8908	3	2	0.6667	0.6667	1.02569230769	M00729
M00516_1	FuncSet	SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system	0.0	100.0	5	0.0	3.9897	1	0	0.0	0.0	0.0	M00516
M00511_1	FuncSet	PleC-PleD (cell fate control) two-component regulatory system	0.0	100.0	5	0.0	6.6402	4	1	0.25	0.25	5.0	M00511
M00663_1	FuncSet	SsrA-SsrB two-component regulatory system	0.0	100.0	5	0.0	1.3668	2	0	0.0	0.0	0.0	M00663
M00690_1	FuncSet	MAPK (ERK5) signaling	0.0	100.0	5	0.0	3.8173	3	0	0.0	0.0	0.0	M00690
M00693_2	FuncSet	Cell cycle - G2/M transition	0.0	100.0	5	0.0	11.3594	2	0	0.0	0.0	0.0	M00693
M00524_1	FuncSet	FixL-FixJ (nitrogen fixation) two-component regulatory system	0.0	100.0	5	0.0	3.3986	2	0	0.0	0.0	0.0	M00524
M00772_1	FuncSet	HupT-HupR (hydrogenase synthesis regulation) two-component regulatory system	0.0	100.0	5	0.0	1.7362	2	0	0.0	0.0	0.0	M00772
M00448_1	FuncSet	CssS-CssR (secretion stress response) two-component regulatory system	0.0	100.0	5	0.0	2.512	2	0	0.0	0.0	0.0	M00448
M00460_1	FuncSet	MprB-MprA (maintenance of persistent infection) two-component regulatory system	0.0	100.0	5	0.0	7.536	2	0	0.0	0.0	0.0	M00460
M00721_1	FuncSet	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	0.0	100.0	5	0.0	8.4103	3	1	0.3333	0.3333	6.666	M00721
M00458_1	FuncSet	ResE-ResD (aerobic and anaerobic respiration) two-component regulatory system	0.0	100.0	5	0.0	6.1692	2	0	0.0	0.0	0.0	M00458
M00457_1	FuncSet	TctE-TctD (tricarboxylic acid transport) two-component regulatory system	0.0	100.0	5	0.0	11.5996	2	2	1.0	1.0	20.0	M00457
M00451_1	FuncSet	BasS-BasR (antimicrobial peptide resistance) two-component regulatory system	0.0	100.0	5	0.0	4.082	2	0	0.0	0.0	0.0	M00451
M00506_1	FuncSet	CheA-CheYBV (chemotaxis) two-component regulatory system	0.0	100.0	5	20.0	32.7669	5	4	0.8	0.8	16.0	M00506
M00517_1	FuncSet	RpfC-RpfG (cell-to-cell signaling) two-component regulatory system	0.0	100.0	5	0.0	1.2375	2	0	0.0	0.0	0.0	M00517
M00494_1	FuncSet	NatK-NatR (sodium extrusion) two-component regulatory system	0.0	100.0	5	0.0	0.3325	2	0	0.0	0.0	0.0	M00494
M00723_1	FuncSet	Cationic antimicrobial peptide (CAMP) resistance, phosphoethanolamine transferase EptB	0.0	100.0	5	0.0	6.0214	4	2	0.5	0.5	10.0	M00723
M00768_1	FuncSet	Multidrug resistance, efflux pump GesABC	0.0	100.0	5	0.0	0.7758	2	0	0.0	0.0	0.0	M00768
M00455_1	FuncSet	TorS-TorR (TMAO respiration) two-component regulatory system	0.0	100.0	5	0.0	3.0477	2	0	0.0	0.0	0.0	M00455
M00699_1	FuncSet	Multidrug resistance, efflux pump AmeABC	0.0	100.0	5	0.0	0.3879	2	0	0.0	0.0	0.0	M00699
M00689_1	FuncSet	MAPK (p38) signaling	0.0	100.0	5	0.0	6.1322	3	0	0.0	0.0	0.0	M00689
M00477_1	FuncSet	EvgS-EvgA (acid and drug tolerance) two-component regulatory system	0.0	100.0	5	0.0	4.6361	2	2	1.0	1.0	20.0	M00477
M00657_1	FuncSet	VanS-VanR (VanE type vancomycin resistance) two-component regulatory system	0.0	100.0	5	0.0	2.1611	2	0	0.0	0.0	0.0	M00657
M00475_1	FuncSet	BarA-UvrY (central carbon metabolism) two-component regulatory system	0.0	100.0	5	0.0	10.1034	2	2	1.0	1.0	20.0	M00475
M00687_1	FuncSet	MAPK (ERK1/2) signaling	0.0	100.0	5	0.0	7.0188	3	0	0.0	0.0	0.0	M00687
M00445_1	FuncSet	EnvZ-OmpR (osmotic stress response) two-component regulatory system	0.0	100.0	5	0.0	22.7743	2	2	1.0	1.0	20.0	M00445
M00518_1	FuncSet	GlnK-GlnL (glutamine utilization) two-component regulatory system	0.0	100.0	5	0.0	3.8604	2	0	0.0	0.0	0.0	M00518
M00522_1	FuncSet	SalK-SalR two-component regulatory system	0.0	100.0	5	0.0	0.4802	2	0	0.0	0.0	0.0	M00522
M00742_1	FuncSet	Aminoglycoside resistance, protease FtsH	0.0	100.0	35	33.3333	50.8066	3	3	1.0	1.0	2.85714285714	M00742
M00691_1	FuncSet	DNA damage-induced cell cycle checkpoints	0.0	100.0	5	0.0	9.2107	3	0	0.0	0.0	0.0	M00691
M00722_1	FuncSet	Cationic antimicrobial peptide (CAMP) resistance,  phosphoethanolamine transferase PmrC	0.0	100.0	5	0.0	7.3759	3	0	0.0	0.0	0.0	M00722
M00497_1	FuncSet	GlnL-GlnG (nitrogen regulation) two-component regulatory system	0.0	100.0	5	0.0	26.6901	2	2	1.0	1.0	20.0	M00497
M00717_2	FuncSet	Multidrug resistance, efflux pump NorA	0.0	100.0	5	0.0	3.0292	2	0	0.0	0.0	0.0	M00717
M00662_1	FuncSet	Hk1-Rrp1 (glycerol uptake and utilization) two-component regulatory system	0.0	100.0	5	0.0	0.4802	2	0	0.0	0.0	0.0	M00662
M00496_1	FuncSet	ComD-ComE (competence) two-component regulatory system	0.0	100.0	5	0.0	0.5356	2	0	0.0	0.0	0.0	M00496
M00727_1	FuncSet	Cationic antimicrobial peptide (CAMP) resistance,  N-acetylmuramoyl-L-alanine amidase AmiA and AmiC	0.0	100.0	35	33.3333	28.3709	3	2	0.6667	0.6667	1.90485714286	M00727
M00733_1	FuncSet	GraS-GraR (cationic antimicrobial peptide transport) two-component regulatory system	0.0	100.0	5	0.0	0.5541	2	0	0.0	0.0	0.0	M00733
M00760_1	FuncSet	Erythromycin resistance, macrolide 2'-phosphotransferase I MphA	0.0	100.0	5	0.0	1.2191	2	0	0.0	0.0	0.0	M00760
M00668_1	FuncSet	Tetracycline resistance, TetA transporter	0.0	100.0	5	0.0	7.4806	2	0	0.0	0.0	0.0	M00668
M00499_1	FuncSet	HydH-HydG (metal tolerance) two-component regulatory system	0.0	100.0	5	0.0	4.6361	2	0	0.0	0.0	0.0	M00499
M00716_1	FuncSet	ArlS-ArlR (virulence regulation) two-component regulatory system	0.0	100.0	5	0.0	0.9605	2	0	0.0	0.0	0.0	M00716
M00463_1	FuncSet	TrcS-TrcR two-component regulatory system	0.0	100.0	5	0.0	0.9789	2	0	0.0	0.0	0.0	M00463
M00450_1	FuncSet	BaeS-BaeR (envelope stress response) two-component regulatory system	0.0	100.0	5	0.0	10.5652	2	0	0.0	0.0	0.0	M00450
M00709_1	FuncSet	Macrolide resistance, MacAB-TolC transporter	0.0	100.0	5	0.0	10.3805	3	3	1.0	1.0	20.0	M00709
M00701_1	FuncSet	Multidrug resistance, efflux pump EmrAB	0.0	100.0	5	0.0	16.1987	2	1	0.5	0.5	10.0	M00701
M00724_1	FuncSet	Cationic antimicrobial peptide (CAMP) resistance, palmitoyl transferase PagP	0.0	100.0	5	0.0	8.6443	3	2	0.6667	0.6667	13.334	M00724
M00754_1	FuncSet	Nisin resistance, phage shock protein homolog LiaH	0.0	100.0	5	0.0	4.3714	3	0	0.0	0.0	0.0	M00754
M00462_1	FuncSet	PrrB-PrrA (intracellular multiplication) two-component regulatory system	0.0	100.0	5	0.0	1.9579	2	0	0.0	0.0	0.0	M00462
M00767_1	FuncSet	Multidrug resistance, efflux pump OqxAB	0.0	100.0	5	0.0	2.9922	3	0	0.0	0.0	0.0	M00767
M00770_1	FuncSet	PfeS-PfeR (enterobactin-dependent iron acquisition) two-component regulatory system	0.0	100.0	5	0.0	1.884	2	2	1.0	1.0	20.0	M00770
M00519_1	FuncSet	YesM-YesN two-component regulatory system	0.0	100.0	5	0.0	8.3118	2	0	0.0	0.0	0.0	M00519
M00677_1	FuncSet	Wnt signaling	0.0	100.0	5	0.0	5.6151	6	0	0.0	0.0	0.0	M00677
M00479_1	FuncSet	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	0.0	100.0	5	0.0	12.4677	2	0	0.0	0.0	0.0	M00479
M00361_1	FuncSet	Nucleotide sugar biosynthesis, eukaryotes	0.0	100.0	65	50.0	54.8824	6	3	0.5	0.5	0.769230769231	M00361
M00686_1	FuncSet	Toll-like receptor signaling	0.0	100.0	5	0.0	4.022	8	0	0.0	0.0	0.0	M00686
M00258_1	Complex	Putative ABC transport system	0.0	100.0	95	100.0	75.6372	2	2	1.0	1.0	1.05263157895	M00258
M00606_1	Complex	N,N'-Diacetylchitobiose transport system	0.0	100.0	5	0.0	14.0377	4	1	0.25	0.25	5.0	M00606
M00670_1	Complex	Mce transport system	0.0	100.0	5	0.0	37.6154	4	3	0.75	0.75	15.0	M00670
M00747_1	Complex	Bacitracin transport system	0.0	100.0	5	0.0	2.1241	2	0	0.0	0.0	0.0	M00747
M00807_1	Complex	PTS system, galactose-specific II component	0.0	100.0	5	0.0	1.2806	3	0	0.0	0.0	0.0	M00807
M00205_1	Complex	N-Acetylglucosamine transport system	0.0	100.0	5	0.0	3.4232	3	0	0.0	0.0	0.0	M00205
M00439_1	Complex	Oligopeptide transport system	0.0	100.0	5	0.0	33.816	5	0	0.0	0.0	0.0	M00439
M00590_1	Complex	Erythritol transport system	0.0	100.0	5	0.0	3.6449	3	0	0.0	0.0	0.0	M00590
M00283_1	Complex	PTS system, ascorbate-specific II component	0.0	100.0	5	0.0	15.1459	3	0	0.0	0.0	0.0	M00283
M00404_1	Complex	COPII complex	0.0	100.0	5	0.0	12.1685	5	0	0.0	0.0	0.0	M00404
M00707_1	Complex	Multidrug resistance, MdlAB/SmdAB transporter	0.0	100.0	5	0.0	25.1755	2	0	0.0	0.0	0.0	M00707
M00396_1	Complex	Lsm 2-8 complex	0.0	100.0	5	0.0	11.246	7	0	0.0	0.0	0.0	M00396
M00208_1	Complex	Glycine betaine/proline transport system	0.0	100.0	5	0.0	27.8045	3	3	1.0	1.0	20.0	M00208
M00145_1	Complex	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	0.0	100.0	5	0.0	5.0442	11	0	0.0	0.0	0.0	M00145
M00209_1	Complex	Osmoprotectant transport system	0.0	100.0	5	0.0	35.1927	3	3	1.0	1.0	20.0	M00209
M00413_1	Complex	FA core complex	0.0	100.0	5	0.0	4.1116	10	0	0.0	0.0	0.0	M00413
M00266_1	Complex	PTS system, maltose/glucose-specific II component	0.0	100.0	5	0.0	10.9346	3	0	0.0	0.0	0.0	M00266
M00216_1	Complex	Multiple sugar transport system	0.0	100.0	5	0.0	10.7007	3	0	0.0	0.0	0.0	M00216
M00317_1	Complex	Manganese/iron transport system	0.0	100.0	5	0.0	6.5663	4	0	0.0	0.0	0.0	M00317
M00585_1	Complex	L-Cystine transport system	0.0	100.0	5	0.0	3.0587	5	0	0.0	0.0	0.0	M00585
M00602_1	Complex	Arabinosaccharide transport system	0.0	100.0	5	0.0	13.0772	4	1	0.25	0.25	5.0	M00602
M00583_1	Complex	Putative peptide transport system	0.0	100.0	5	0.0	0.5726	2	0	0.0	0.0	0.0	M00583
M90002_1	Complex	Ribosome, bacteria	0.0	100.0	95	100.0	85.0757	21	19	0.9048	0.9048	0.952421052632	M90002
M00336_1	Complex	Twin-arginine translocation (Tat) system	0.0	100.0	95	100.0	68.3783	2	2	1.0	1.0	1.05263157895	M00336
M00584_1	Complex	Acetoin utilization transport system	0.0	100.0	5	0.0	0.8496	4	0	0.0	0.0	0.0	M00584
M00732_1	Complex	Cationic antimicrobial peptide transport system	0.0	100.0	5	0.0	0.3509	2	0	0.0	0.0	0.0	M00732
M91003_1	Complex	Ribosome, archaea	0.0	50.0	5	0.0	3.5464	1	0	0.0	0.0	0.0	M91003
M00273_1	Complex	PTS system, fructose-specific II component	0.0	100.0	5	0.0	31.0922	3	3	1.0	1.0	20.0	M00273
M00292_1	Complex	MRX complex	0.0	100.0	5	0.0	8.2502	3	0	0.0	0.0	0.0	M00292
M00314_1	Complex	Bacitracin transport system	0.0	100.0	5	0.0	3.0661	2	0	0.0	0.0	0.0	M00314
M00240_1	Complex	Iron complex transport system	0.0	100.0	95	100.0	68.9324	3	3	1.0	1.0	1.05263157895	M00240
M00706_1	Complex	Multidrug resistance, EfrAB transporter	0.0	100.0	5	0.0	2.6228	2	0	0.0	0.0	0.0	M00706
M00261_1	Complex	DNA polymerase alpha / primase complex	0.0	100.0	5	0.0	12.1167	4	0	0.0	0.0	0.0	M00261
M00210_1	Complex	Phospholipid transport system	0.0	100.0	5	0.0	38.6184	5	5	1.0	1.0	20.0	M00210
