type	number	misc	seq_id	start	finish
UN	2550	.	G_contig000024	1	13
UN	2551	.	G_contig000024	9084	9084
UN	2552	.	G_contig000024	9086	9086
UN	2553	.	G_contig000024	57347	57363
UN	2554	.	G_contig000025	54988	54988
UN	2555	.	G_contig000026	51753	51759
UN	2556	.	G_contig000027	1	1
UN	2557	.	G_contig000027	47711	47712
UN	2558	.	G_contig000027	49076	49087
UN	2559	.	G_contig000028	28276	29157
UN	2560	.	G_contig000028	29287	29316
UN	2561	.	G_contig000028	44840	45720
UN	2562	.	G_contig000028	45850	45885
UN	2563	.	G_contig000028	48778	48865
UN	2564	.	G_contig000029	48123	48177
UN	2565	.	G_contig000030	1	1
UN	2566	.	G_contig000030	45493	45496
UN	2567	.	G_contig000030	45658	45682
UN	2568	.	G_contig000030	47958	47958
UN	2569	.	G_contig000031	46659	46689
UN	2570	.	G_contig000032	1	11
UN	2571	.	G_contig000032	45096	45104
UN	2572	.	G_contig000033	44353	44354
UN	2573	.	G_contig000034	1	128
UN	2574	.	G_contig000034	10915	10916
UN	2575	.	G_contig000034	39527	39551
UN	2576	.	G_contig000034	43559	43622
UN	2577	.	G_contig000035	1	15
UN	2578	.	G_contig000035	17	18
UN	2579	.	G_contig000035	13029	13029
UN	2580	.	G_contig000035	43108	43108
UN	2581	.	G_contig000035	43112	43193
UN	2582	.	G_contig000036	1	74
UN	2583	.	G_contig000036	41428	41428
UN	2584	.	G_contig000036	41715	41717
UN	2585	.	G_contig000036	41719	41728
UN	2586	.	G_contig000037	1	81
UN	2587	.	G_contig000037	41531	41596
UN	2588	.	G_contig000038	1	79
UN	2589	.	G_contig000038	12443	12443
UN	2590	.	G_contig000038	12445	12445
UN	2591	.	G_contig000038	41217	41223
UN	2592	.	G_contig000039	1	77
UN	2593	.	G_contig000040	1	10
UN	2594	.	G_contig000040	13	14
UN	2595	.	G_contig000040	10015	10096
UN	2596	.	G_contig000040	40123	40179
UN	2597	.	G_contig000041	1	13
UN	2598	.	G_contig000041	22535	22564
UN	2599	.	G_contig000041	36614	36652
UN	2600	.	G_contig000041	40108	40127
UN	2601	.	G_contig000042	1	1
UN	2602	.	G_contig000042	38871	38946
UN	2603	.	G_contig000043	1	30
UN	2604	.	G_contig000043	38482	38526
UN	2605	.	G_contig000044	1	75
UN	2606	.	G_contig000044	38469	38504
UN	2607	.	G_contig000045	1	18
UN	2608	.	G_contig000045	5515	5515
UN	2609	.	G_contig000045	25080	25114
UN	2610	.	G_contig000046	1	48
UN	2611	.	G_contig000047	1	1
UN	2612	.	G_contig000047	26661	26709
UN	2613	.	G_contig000047	36620	36650
UN	2614	.	G_contig000048	1	26
UN	2615	.	G_contig000049	1	56
UN	2616	.	G_contig000049	36516	36591
UN	2617	.	G_contig000050	1	46
UN	2618	.	G_contig000050	36330	36363
UN	2619	.	G_contig000051	1	10
UN	2620	.	G_contig000052	1	30
UN	2621	.	G_contig000053	1	19
UN	2622	.	G_contig000053	34202	34202
UN	2623	.	G_contig000054	1	1
UN	2624	.	G_contig000054	12915	12916
UN	2625	.	G_contig000054	12918	12921
UN	2626	.	G_contig000054	13954	13981
UN	2627	.	G_contig000055	1	4
UN	2628	.	G_contig000055	6	6
UN	2629	.	G_contig000055	33822	33850
UN	2630	.	G_contig000056	1	76
UN	2631	.	G_contig000057	1	81
UN	2632	.	G_contig000057	7557	7561
UN	2633	.	G_contig000057	33026	33028
UN	2634	.	G_contig000059	1	6
UN	2635	.	G_contig000059	32926	32965
UN	2636	.	G_contig000060	1	64
UN	2637	.	G_contig000060	32792	32797
UN	2638	.	G_contig000061	26990	26995
UN	2639	.	G_contig000061	31650	31651
UN	2640	.	G_contig000062	27961	27968
UN	2641	.	G_contig000063	1	15
UN	2642	.	G_contig000063	93	97
UN	2643	.	G_contig000063	2347	2347
UN	2644	.	G_contig000063	30309	30309
UN	2645	.	G_contig000064	1	28
UN	2646	.	G_contig000064	30100	30113
UN	2647	.	G_contig000065	1	29
UN	2648	.	G_contig000065	16081	16081
UN	2649	.	G_contig000065	16090	16090
UN	2650	.	G_contig000065	16307	16319
UN	2651	.	G_contig000065	16321	16325
UN	2652	.	G_contig000065	16327	16343
UN	2653	.	G_contig000065	16345	16349
UN	2654	.	G_contig000066	1	15
UN	2655	.	G_contig000066	29206	29206
UN	2656	.	G_contig000067	8691	8693
UN	2657	.	G_contig000067	8695	8695
UN	2658	.	G_contig000067	8702	8702
UN	2659	.	G_contig000067	28970	28970
UN	2660	.	G_contig000069	15869	15874
UN	2661	.	G_contig000069	28422	28423
UN	2662	.	G_contig000070	1	45
UN	2663	.	G_contig000070	16276	16276
UN	2664	.	G_contig000070	16278	16278
UN	2665	.	G_contig000070	20471	20471
UN	2666	.	G_contig000070	28317	28328
UN	2667	.	G_contig000071	1	20
UN	2668	.	G_contig000071	27283	27284
UN	2669	.	G_contig000071	27287	27293
UN	2670	.	G_contig000072	1	5
UN	2671	.	G_contig000072	27196	27269
UN	2672	.	G_contig000073	1	76
UN	2673	.	G_contig000073	26741	26814
UN	2674	.	G_contig000074	26503	26577
UN	2675	.	G_contig000076	26	26
UN	2676	.	G_contig000076	28	33
UN	2677	.	G_contig000076	26367	26418
UN	2678	.	G_contig000077	1	30
UN	2679	.	G_contig000077	26282	26405
UN	2680	.	G_contig000079	15754	15754
UN	2681	.	G_contig000079	15758	15762
UN	2682	.	G_contig000079	15765	15767
UN	2683	.	G_contig000080	1	47
UN	2684	.	G_contig000080	25773	25774
UN	2685	.	G_contig000080	25992	25992
UN	2686	.	G_contig000081	25660	25661
UN	2687	.	G_contig000082	1	12
UN	2688	.	G_contig000082	14	15
UN	2689	.	G_contig000082	5571	5577
UN	2690	.	G_contig000082	5579	5580
UN	2691	.	G_contig000082	5582	5583
UN	2692	.	G_contig000082	5586	5586
UN	2693	.	G_contig000082	11542	11542
UN	2694	.	G_contig000082	11546	11546
UN	2695	.	G_contig000082	11549	11549
UN	2696	.	G_contig000082	11552	11552
UN	2697	.	G_contig000082	11563	11563
UN	2698	.	G_contig000082	11567	11567
UN	2699	.	G_contig000082	11569	11569
UN	2700	.	G_contig000082	11571	11582
UN	2701	.	G_contig000082	25309	25309
UN	2702	.	G_contig000082	25464	25464
UN	2703	.	G_contig000082	25478	25479
UN	2704	.	G_contig000083	10808	10808
UN	2705	.	G_contig000083	10900	10900
UN	2706	.	G_contig000083	10964	10964
UN	2707	.	G_contig000083	21047	21047
UN	2708	.	G_contig000083	21303	21304
UN	2709	.	G_contig000084	1	16
UN	2710	.	G_contig000084	6369	6429
UN	2711	.	G_contig000084	10486	10511
UN	2712	.	G_contig000084	25169	25188
UN	2713	.	G_contig000085	1	99
UN	2714	.	G_contig000085	197	246
UN	2715	.	G_contig000086	24738	24765
UN	2716	.	G_contig000086	24860	24865
UN	2717	.	G_contig000086	24935	24995
UN	2718	.	G_contig000087	24363	24422
UN	2719	.	G_contig000088	1	1
UN	2720	.	G_contig000088	3	5
UN	2721	.	G_contig000088	24150	24224
UN	2722	.	G_contig000089	1	36
UN	2723	.	G_contig000089	24211	24211
UN	2724	.	G_contig000090	1	2
UN	2725	.	G_contig000091	1	2
UN	2726	.	G_contig000091	8844	8844
UN	2727	.	G_contig000091	8846	8848
UN	2728	.	G_contig000091	8927	8947
UN	2729	.	G_contig000091	23454	23529
UN	2730	.	G_contig000092	719	720
UN	2731	.	G_contig000092	722	730
UN	2732	.	G_contig000092	23507	23510
UN	2733	.	G_contig000093	1	28
UN	2734	.	G_contig000093	23293	23293
UN	2735	.	G_contig000093	23296	23335
UN	2736	.	G_contig000094	1	27
UN	2737	.	G_contig000094	1983	2055
UN	2738	.	G_contig000095	1	80
UN	2739	.	G_contig000095	23171	23243
UN	2740	.	G_contig000096	22283	22359
UN	2741	.	G_contig000098	1	1
UN	2742	.	G_contig000098	21992	22026
UN	2743	.	G_contig000099	1	50
UN	2744	.	G_contig000099	15960	15968
UN	2745	.	G_contig000099	21958	21959
UN	2746	.	G_contig000100	1	75
UN	2747	.	G_contig000101	1	29
UN	2748	.	G_contig000101	21724	21806
UN	2749	.	G_contig000102	1	76
UN	2750	.	G_contig000102	19154	19158
UN	2751	.	G_contig000102	21788	21788
UN	2752	.	G_contig000103	9276	9276
UN	2753	.	G_contig000103	9427	9427
UN	2754	.	G_contig000103	9967	9967
UN	2755	.	G_contig000103	21659	21683
UN	2756	.	G_contig000105	1	7
UN	2757	.	G_contig000106	1	22
UN	2758	.	G_contig000106	20985	20985
UN	2759	.	G_contig000107	1	10
UN	2760	.	G_contig000107	936	936
UN	2761	.	G_contig000107	1023	1023
UN	2762	.	G_contig000107	1038	1038
UN	2763	.	G_contig000107	5298	5323
UN	2764	.	G_contig000107	20786	20799
UN	2765	.	G_contig000109	7052	7057
UN	2766	.	G_contig000109	20597	20605
UN	2767	.	G_contig000110	1	2
UN	2768	.	G_contig000110	20055	20067
UN	2769	.	G_contig000111	1	34
UN	2770	.	G_contig000111	551	770
UN	2771	.	G_contig000111	775	775
UN	2772	.	G_contig000111	777	777
UN	2773	.	G_contig000111	779	784
UN	2774	.	G_contig000111	786	786
UN	2775	.	G_contig000111	896	940
UN	2776	.	G_contig000111	1011	1218
UN	2777	.	G_contig000111	1350	1403
UN	2778	.	G_contig000111	20041	20041
UN	2779	.	G_contig000112	1	20
UN	2780	.	G_contig000112	19655	19672
UN	2781	.	G_contig000113	1	14
UN	2782	.	G_contig000113	2669	2676
UN	2783	.	G_contig000113	6243	6248
UN	2784	.	G_contig000113	6364	6373
UN	2785	.	G_contig000113	6375	6375
UN	2786	.	G_contig000113	19411	19414
UN	2787	.	G_contig000114	1	1
UN	2788	.	G_contig000114	18852	18855
UN	2789	.	G_contig000115	3737	3737
UN	2790	.	G_contig000115	3741	3742
UN	2791	.	G_contig000115	18790	18833
UN	2792	.	G_contig000116	18776	18777
UN	2793	.	G_contig000117	1	75
UN	2794	.	G_contig000117	18463	18463
UN	2795	.	G_contig000118	1	77
UN	2796	.	G_contig000118	18128	18185
UN	2797	.	G_contig000119	17919	17987
UN	2798	.	G_contig000120	17622	17652
UN	2799	.	G_contig000121	1	1
UN	2800	.	G_contig000121	4286	4291
UN	2801	.	G_contig000121	17542	17542
UN	2802	.	G_contig000122	1	40
UN	2803	.	G_contig000122	17511	17511
UN	2804	.	G_contig000122	17514	17514
UN	2805	.	G_contig000123	1	1
UN	2806	.	G_contig000123	17194	17282
UN	2807	.	G_contig000124	1	1
UN	2808	.	G_contig000124	17049	17060
UN	2809	.	G_contig000124	17062	17062
UN	2810	.	G_contig000124	17139	17150
UN	2811	.	G_contig000125	1	71
UN	2812	.	G_contig000125	16960	17034
UN	2813	.	G_contig000127	1	33
UN	2814	.	G_contig000128	1	9
UN	2815	.	G_contig000128	16817	16828
UN	2816	.	G_contig000129	1	2
UN	2817	.	G_contig000129	16430	16508
UN	2818	.	G_contig000130	1	2
UN	2819	.	G_contig000130	16405	16407
UN	2820	.	G_contig000131	1	45
UN	2821	.	G_contig000131	9604	9605
UN	2822	.	G_contig000131	9609	9611
UN	2823	.	G_contig000131	16340	16340
UN	2824	.	G_contig000132	1	35
UN	2825	.	G_contig000132	16230	16230
UN	2826	.	G_contig000132	16235	16318
UN	2827	.	G_contig000133	1	81
UN	2828	.	G_contig000133	16221	16222
UN	2829	.	G_contig000133	16224	16242
UN	2830	.	G_contig000134	1	19
UN	2831	.	G_contig000135	1	52
UN	2832	.	G_contig000135	15984	15984
UN	2833	.	G_contig000135	15987	16062
UN	2834	.	G_contig000136	1	34
UN	2835	.	G_contig000136	15772	15797
UN	2836	.	G_contig000137	1	75
UN	2837	.	G_contig000137	15688	15688
UN	2838	.	G_contig000137	15690	15701
UN	2839	.	G_contig000138	1	6
UN	2840	.	G_contig000139	1	61
UN	2841	.	G_contig000139	15418	15448
UN	2842	.	G_contig000140	1	20
UN	2843	.	G_contig000140	5385	5394
UN	2844	.	G_contig000140	5398	5398
UN	2845	.	G_contig000141	15311	15385
UN	2846	.	G_contig000142	15144	15144
UN	2847	.	G_contig000142	15149	15149
UN	2848	.	G_contig000142	15151	15206
UN	2849	.	G_contig000143	1	20
UN	2850	.	G_contig000143	15127	15181
UN	2851	.	G_contig000144	1	76
UN	2852	.	G_contig000144	15038	15078
UN	2853	.	G_contig000145	1	78
UN	2854	.	G_contig000145	15018	15058
UN	2855	.	G_contig000146	1	5
UN	2856	.	G_contig000146	13143	13151
UN	2857	.	G_contig000146	14840	14840
UN	2858	.	G_contig000146	14847	14847
UN	2859	.	G_contig000146	14858	14858
UN	2860	.	G_contig000146	14861	14861
UN	2861	.	G_contig000146	14867	14867
UN	2862	.	G_contig000146	14896	14896
UN	2863	.	G_contig000146	14899	14902
UN	2864	.	G_contig000146	14905	14937
UN	2865	.	G_contig000147	1	5
UN	2866	.	G_contig000147	7	8
UN	2867	.	G_contig000147	331	331
UN	2868	.	G_contig000148	1	2
UN	2869	.	G_contig000148	14630	14632
UN	2870	.	G_contig000149	1	1
UN	2871	.	G_contig000149	14429	14449
UN	2872	.	G_contig000150	1	3
UN	2873	.	G_contig000150	5	6
UN	2874	.	G_contig000150	14407	14407
UN	2875	.	G_contig000151	1	18
UN	2876	.	G_contig000151	14226	14234
UN	2877	.	G_contig000152	14104	14183
UN	2878	.	G_contig000153	1	41
UN	2879	.	G_contig000153	14104	14107
UN	2880	.	G_contig000154	1	19
UN	2881	.	G_contig000154	6211	6211
UN	2882	.	G_contig000154	6523	6523
UN	2883	.	G_contig000154	6525	6713
UN	2884	.	G_contig000154	6931	7178
UN	2885	.	G_contig000155	1	53
UN	2886	.	G_contig000155	13941	13958
UN	2887	.	G_contig000156	78	103
UN	2888	.	G_contig000156	105	105
UN	2889	.	G_contig000156	109	109
UN	2890	.	G_contig000156	2689	2690
UN	2891	.	G_contig000156	13843	13851
UN	2892	.	G_contig000157	1	18
UN	2893	.	G_contig000157	13826	13845
UN	2894	.	G_contig000158	1	35
UN	2895	.	G_contig000158	13645	13645
UN	2896	.	G_contig000158	13647	13660
UN	2897	.	G_contig000159	1	1
UN	2898	.	G_contig000159	13655	13659
UN	2899	.	G_contig000160	1	6
UN	2900	.	G_contig000160	8	11
UN	2901	.	G_contig000161	1	77
UN	2902	.	G_contig000161	13533	13603
UN	2903	.	G_contig000162	1	3
UN	2904	.	G_contig000162	13537	13568
UN	2905	.	G_contig000163	1	76
UN	2906	.	G_contig000163	10287	10288
UN	2907	.	G_contig000163	13532	13540
UN	2908	.	G_contig000164	1	1
UN	2909	.	G_contig000164	13454	13458
UN	2910	.	G_contig000165	1	83
UN	2911	.	G_contig000165	4624	4624
UN	2912	.	G_contig000165	5611	5611
UN	2913	.	G_contig000165	6261	6357
UN	2914	.	G_contig000165	13250	13325
UN	2915	.	G_contig000166	1	1
UN	2916	.	G_contig000166	13195	13235
UN	2917	.	G_contig000167	1	60
UN	2918	.	G_contig000168	1	1
UN	2919	.	G_contig000168	13093	13128
UN	2920	.	G_contig000170	1	23
UN	2921	.	G_contig000170	5796	5799
UN	2922	.	G_contig000170	12889	12889
UN	2923	.	G_contig000170	12891	12934
UN	2924	.	G_contig000173	12607	12690
UN	2925	.	G_contig000175	1	78
UN	2926	.	G_contig000175	8057	8057
UN	2927	.	G_contig000175	12530	12587
UN	2928	.	G_contig000176	1	23
UN	2929	.	G_contig000177	1	39
UN	2930	.	G_contig000177	3677	3677
UN	2931	.	G_contig000177	3679	3679
UN	2932	.	G_contig000177	3681	3681
UN	2933	.	G_contig000177	3686	3704
UN	2934	.	G_contig000177	8056	8056
UN	2935	.	G_contig000177	8061	8061
UN	2936	.	G_contig000177	8064	8064
UN	2937	.	G_contig000177	8067	8067
UN	2938	.	G_contig000177	8072	8072
UN	2939	.	G_contig000177	12442	12451
UN	2940	.	G_contig000178	12421	12445
UN	2941	.	G_contig000179	12397	12398
UN	2942	.	G_contig000180	12324	12379
UN	2943	.	G_contig000181	1	74
UN	2944	.	G_contig000182	1	3
UN	2945	.	G_contig000183	12029	12088
UN	2946	.	G_contig000184	1	19
UN	2947	.	G_contig000184	11986	12010
UN	2948	.	G_contig000185	1	2
UN	2949	.	G_contig000185	11915	11917
UN	2950	.	G_contig000186	1	27
UN	2951	.	G_contig000186	5053	5053
UN	2952	.	G_contig000186	5059	5065
UN	2953	.	G_contig000186	11865	11866
UN	2954	.	G_contig000187	1	73
UN	2955	.	G_contig000187	11535	11596
UN	2956	.	G_contig000188	43	43
UN	2957	.	G_contig000188	11530	11530
UN	2958	.	G_contig000188	11532	11532
UN	2959	.	G_contig000188	11535	11535
UN	2960	.	G_contig000188	11538	11538
UN	2961	.	G_contig000188	11541	11542
UN	2962	.	G_contig000188	11544	11545
UN	2963	.	G_contig000188	11547	11548
UN	2964	.	G_contig000188	11551	11568
UN	2965	.	G_contig000189	1	5
UN	2966	.	G_contig000189	11505	11532
UN	2967	.	G_contig000190	1	77
UN	2968	.	G_contig000190	2716	2730
UN	2969	.	G_contig000190	2733	2733
UN	2970	.	G_contig000190	2735	2735
UN	2971	.	G_contig000190	2738	2740
UN	2972	.	G_contig000191	11383	11388
UN	2973	.	G_contig000192	11267	11352
UN	2974	.	G_contig000193	11244	11318
UN	2975	.	G_contig000194	1	75
UN	2976	.	G_contig000194	11044	11118
UN	2977	.	G_contig000195	1	106
UN	2978	.	G_contig000195	11087	11095
UN	2979	.	G_contig000196	11016	11085
UN	2980	.	G_contig000197	1	7
UN	2981	.	G_contig000197	10964	11039
UN	2982	.	G_contig000198	4096	4100
UN	2983	.	G_contig000198	4102	4102
UN	2984	.	G_contig000198	10642	10659
UN	2985	.	G_contig000199	1	30
UN	2986	.	G_contig000199	10485	10530
UN	2987	.	G_contig000200	1	75
UN	2988	.	G_contig000200	746	746
UN	2989	.	G_contig000200	750	752
UN	2990	.	G_contig000200	754	758
UN	2991	.	G_contig000200	760	763
UN	2992	.	G_contig000200	10347	10347
UN	2993	.	G_contig000201	1	8
UN	2994	.	G_contig000202	1	88
UN	2995	.	G_contig000202	6035	6095
UN	2996	.	G_contig000202	6874	6895
UN	2997	.	G_contig000202	6898	6905
UN	2998	.	G_contig000202	10224	10298
UN	2999	.	G_contig000203	1	57
UN	3000	.	G_contig000203	9984	10066
UN	3001	.	G_contig000204	1	30
UN	3002	.	G_contig000205	9726	9733
UN	3003	.	G_contig000206	8280	8280
UN	3004	.	G_contig000206	9555	9558
UN	3005	.	G_contig000207	1	15
UN	3006	.	G_contig000207	9365	9370
UN	3007	.	G_contig000208	1	8
UN	3008	.	G_contig000208	9307	9312
UN	3009	.	G_contig000209	1	3
UN	3010	.	G_contig000209	9251	9251
UN	3011	.	G_contig000210	9208	9227
UN	3012	.	G_contig000211	9129	9203
UN	3013	.	G_contig000212	9175	9177
UN	3014	.	G_contig000213	1	14
UN	3015	.	G_contig000213	8873	8886
UN	3016	.	G_contig000214	1	1
UN	3017	.	G_contig000214	7246	7257
UN	3018	.	G_contig000214	7259	7263
UN	3019	.	G_contig000214	8744	8744
UN	3020	.	G_contig000215	1	22
UN	3021	.	G_contig000215	8698	8719
UN	3022	.	G_contig000217	1	21
UN	3023	.	G_contig000218	1	75
UN	3024	.	G_contig000218	8581	8581
UN	3025	.	G_contig000219	1	21
UN	3026	.	G_contig000220	1	8
UN	3027	.	G_contig000220	8388	8394
UN	3028	.	G_contig000221	1	79
UN	3029	.	G_contig000221	8313	8390
UN	3030	.	G_contig000222	1	3
UN	3031	.	G_contig000222	8142	8231
UN	3032	.	G_contig000223	8148	8207
UN	3033	.	G_contig000223	8217	8228
UN	3034	.	G_contig000224	1	2
UN	3035	.	G_contig000225	1	1
UN	3036	.	G_contig000225	7583	7619
UN	3037	.	G_contig000225	8062	8083
UN	3038	.	G_contig000226	1	18
UN	3039	.	G_contig000226	7953	8030
UN	3040	.	G_contig000228	1	4
UN	3041	.	G_contig000228	7	13
UN	3042	.	G_contig000228	7825	7832
UN	3043	.	G_contig000230	1	15
UN	3044	.	G_contig000230	7609	7682
UN	3045	.	G_contig000231	1	13
UN	3046	.	G_contig000231	7484	7549
UN	3047	.	G_contig000232	1	73
UN	3048	.	G_contig000232	7455	7473
UN	3049	.	G_contig000233	1	6
UN	3050	.	G_contig000234	1	74
UN	3051	.	G_contig000234	7353	7427
UN	3052	.	G_contig000235	1	13
UN	3053	.	G_contig000236	1	21
UN	3054	.	G_contig000236	23	30
UN	3055	.	G_contig000236	5393	5431
UN	3056	.	G_contig000236	5693	5727
UN	3057	.	G_contig000236	7178	7209
UN	3058	.	G_contig000237	1	19
UN	3059	.	G_contig000237	7147	7154
UN	3060	.	G_contig000238	1	88
UN	3061	.	G_contig000238	7104	7113
UN	3062	.	G_contig000239	1	10
UN	3063	.	G_contig000240	1	2
UN	3064	.	G_contig000240	5218	5221
UN	3065	.	G_contig000240	6919	6919
UN	3066	.	G_contig000240	6923	6924
UN	3067	.	G_contig000241	1	1
UN	3068	.	G_contig000241	1906	1911
UN	3069	.	G_contig000241	2485	2492
UN	3070	.	G_contig000241	3968	3968
UN	3071	.	G_contig000241	3971	3971
UN	3072	.	G_contig000241	4069	4069
UN	3073	.	G_contig000242	1	1
UN	3074	.	G_contig000242	6770	6790
UN	3075	.	G_contig000243	6532	6556
UN	3076	.	G_contig000244	1	27
UN	3077	.	G_contig000245	1	28
UN	3078	.	G_contig000245	6374	6375
UN	3079	.	G_contig000246	1	6
UN	3080	.	G_contig000246	6328	6329
UN	3081	.	G_contig000247	1	36
UN	3082	.	G_contig000247	6302	6302
UN	3083	.	G_contig000247	6304	6309
UN	3084	.	G_contig000248	1	24
UN	3085	.	G_contig000249	1	3
UN	3086	.	G_contig000249	6043	6117
UN	3087	.	G_contig000250	1	44
UN	3088	.	G_contig000250	6095	6102
UN	3089	.	G_contig000251	1	81
UN	3090	.	G_contig000251	2245	2249
UN	3091	.	G_contig000251	6084	6085
UN	3092	.	G_contig000252	1	1
UN	3093	.	G_contig000252	6014	6049
UN	3094	.	G_contig000253	1	1
UN	3095	.	G_contig000253	5955	6030
UN	3096	.	G_contig000254	1	13
UN	3097	.	G_contig000254	5960	5976
UN	3098	.	G_contig000255	1	2
UN	3099	.	G_contig000255	5953	5959
UN	3100	.	G_contig000256	5775	5848
UN	3101	.	G_contig000257	1	1
UN	3102	.	G_contig000257	5656	5661
UN	3103	.	G_contig000258	1	46
UN	3104	.	G_contig000258	5642	5659
UN	3105	.	G_contig000259	1	63
UN	3106	.	G_contig000259	5647	5647
UN	3107	.	G_contig000260	1	76
UN	3108	.	G_contig000260	5589	5614
UN	3109	.	G_contig000261	1	3
UN	3110	.	G_contig000261	5425	5515
UN	3111	.	G_contig000262	1	2
UN	3112	.	G_contig000262	5448	5450
UN	3113	.	G_contig000263	5406	5412
UN	3114	.	G_contig000264	1	11
UN	3115	.	G_contig000264	5403	5406
UN	3116	.	G_contig000265	5350	5372
UN	3117	.	G_contig000266	1	38
UN	3118	.	G_contig000266	5259	5282
UN	3119	.	G_contig000267	5180	5185
UN	3120	.	G_contig000268	1	3
UN	3121	.	G_contig000268	5120	5122
UN	3122	.	G_contig000269	5068	5078
UN	3123	.	G_contig000270	1	8
UN	3124	.	G_contig000270	5020	5065
UN	3125	.	G_contig000271	1	105
UN	3126	.	G_contig000271	5014	5019
UN	3127	.	G_contig000272	1	75
UN	3128	.	G_contig000273	1	1
UN	3129	.	G_contig000273	4303	4303
UN	3130	.	G_contig000273	4305	4305
UN	3131	.	G_contig000273	4307	4307
UN	3132	.	G_contig000273	4914	4971
UN	3133	.	G_contig000274	1	1
UN	3134	.	G_contig000274	4909	4921
UN	3135	.	G_contig000275	1	17
UN	3136	.	G_contig000276	1	33
UN	3137	.	G_contig000276	4870	4881
UN	3138	.	G_contig000277	37	38
UN	3139	.	G_contig000277	4752	4827
UN	3140	.	G_contig000278	1	1
UN	3141	.	G_contig000278	4687	4748
UN	3142	.	G_contig000279	4730	4745
UN	3143	.	G_contig000280	1	1
UN	3144	.	G_contig000280	4453	4454
UN	3145	.	G_contig000281	1	3
UN	3146	.	G_contig000281	4422	4435
UN	3147	.	G_contig000282	1	78
UN	3148	.	G_contig000282	4381	4392
UN	3149	.	G_contig000283	1	84
UN	3150	.	G_contig000283	4351	4360
UN	3151	.	G_contig000284	4256	4306
UN	3152	.	G_contig000285	1	81
