type	number	misc	seq_id	start	finish
UN	1511	.	G_contig000003	76826	76826
UN	1512	.	G_contig000003	112056	112087
UN	1513	.	G_contig000003	214797	214845
UN	1514	.	G_contig000003	215554	215574
UN	1515	.	G_contig000003	420631	420631
UN	1516	.	G_contig000003	420640	420662
UN	1517	.	G_contig000003	420874	420954
UN	1518	.	G_contig000003	442329	442329
UN	1519	.	G_contig000003	443933	443953
UN	1520	.	G_contig000004	1	96
UN	1521	.	G_contig000004	3360	3360
UN	1522	.	G_contig000004	3367	3367
UN	1523	.	G_contig000004	3456	3554
UN	1524	.	G_contig000004	113761	113776
UN	1525	.	G_contig000004	117783	117787
UN	1526	.	G_contig000004	173850	173882
UN	1527	.	G_contig000004	218120	218144
UN	1528	.	G_contig000004	218147	218147
UN	1529	.	G_contig000004	256786	256786
UN	1530	.	G_contig000004	262946	262977
UN	1531	.	G_contig000004	271363	271363
UN	1532	.	G_contig000004	271366	271367
UN	1533	.	G_contig000004	271369	271370
UN	1534	.	G_contig000004	271373	271377
UN	1535	.	G_contig000004	271380	271380
UN	1536	.	G_contig000004	286112	286112
UN	1537	.	G_contig000004	286117	286117
UN	1538	.	G_contig000004	286120	286120
UN	1539	.	G_contig000004	286123	286123
UN	1540	.	G_contig000004	286125	286125
UN	1541	.	G_contig000004	341325	341376
UN	1542	.	G_contig000005	1	78
UN	1543	.	G_contig000005	20632	20632
UN	1544	.	G_contig000005	20634	20634
UN	1545	.	G_contig000005	20637	20637
UN	1546	.	G_contig000005	20640	20643
UN	1547	.	G_contig000005	20645	20646
UN	1548	.	G_contig000005	47471	47500
UN	1549	.	G_contig000005	111092	111092
UN	1550	.	G_contig000005	127638	127697
UN	1551	.	G_contig000005	218045	218045
UN	1552	.	G_contig000005	218047	218047
UN	1553	.	G_contig000005	218052	218052
UN	1554	.	G_contig000005	218056	218056
UN	1555	.	G_contig000005	270730	270735
UN	1556	.	G_contig000005	275693	275709
UN	1557	.	G_contig000005	275766	275793
UN	1558	.	G_contig000005	275797	275797
UN	1559	.	G_contig000005	275799	275799
UN	1560	.	G_contig000005	317331	317350
UN	1561	.	G_contig000005	317353	317353
UN	1562	.	G_contig000005	317355	317355
UN	1563	.	G_contig000006	1	63
UN	1564	.	G_contig000006	148	148
UN	1565	.	G_contig000007	1	20
UN	1566	.	G_contig000007	17951	17963
UN	1567	.	G_contig000007	17968	17968
UN	1568	.	G_contig000007	17971	17971
UN	1569	.	G_contig000007	17983	17983
UN	1570	.	G_contig000007	17985	17986
UN	1571	.	G_contig000007	17989	17990
UN	1572	.	G_contig000007	20888	20889
UN	1573	.	G_contig000007	20892	20894
UN	1574	.	G_contig000007	20896	20899
UN	1575	.	G_contig000007	135284	135370
UN	1576	.	G_contig000007	135379	135379
UN	1577	.	G_contig000007	139089	139090
UN	1578	.	G_contig000007	139092	139093
UN	1579	.	G_contig000007	139095	139095
UN	1580	.	G_contig000007	139099	139101
UN	1581	.	G_contig000007	152652	152675
UN	1582	.	G_contig000008	1	9
UN	1583	.	G_contig000008	14	15
UN	1584	.	G_contig000008	507	507
UN	1585	.	G_contig000008	105753	105767
UN	1586	.	G_contig000008	111552	111557
UN	1587	.	G_contig000008	111728	111737
UN	1588	.	G_contig000008	115552	115594
UN	1589	.	G_contig000008	130225	130280
UN	1590	.	G_contig000009	37800	37811
UN	1591	.	G_contig000009	37814	37814
UN	1592	.	G_contig000009	64898	64918
UN	1593	.	G_contig000009	78349	78372
UN	1594	.	G_contig000009	101784	101881
UN	1595	.	G_contig000010	1	2
UN	1596	.	G_contig000010	88771	88772
UN	1597	.	G_contig000011	2629	2629
UN	1598	.	G_contig000011	2632	2632
UN	1599	.	G_contig000011	9506	9529
UN	1600	.	G_contig000011	9982	10014
UN	1601	.	G_contig000011	10291	10292
UN	1602	.	G_contig000011	10294	10325
UN	1603	.	G_contig000011	10736	10736
UN	1604	.	G_contig000011	10739	10799
UN	1605	.	G_contig000011	21514	21514
UN	1606	.	G_contig000011	44504	44505
UN	1607	.	G_contig000011	44507	44509
UN	1608	.	G_contig000011	72703	72703
UN	1609	.	G_contig000011	72712	72735
UN	1610	.	G_contig000011	72781	72847
UN	1611	.	G_contig000011	72849	72850
UN	1612	.	G_contig000011	72854	72917
UN	1613	.	G_contig000012	1	24
UN	1614	.	G_contig000012	46136	46153
UN	1615	.	G_contig000013	1	37
UN	1616	.	G_contig000013	45391	45395
UN	1617	.	G_contig000014	1	25
UN	1618	.	G_contig000014	43162	43170
UN	1619	.	G_contig000014	43380	43403
UN	1620	.	G_contig000015	1	49
UN	1621	.	G_contig000015	11260	11264
UN	1622	.	G_contig000015	11266	11271
UN	1623	.	G_contig000015	37498	37527
UN	1624	.	G_contig000016	1	18
UN	1625	.	G_contig000016	20	20
UN	1626	.	G_contig000016	23	23
UN	1627	.	G_contig000016	26	26
UN	1628	.	G_contig000016	30	30
UN	1629	.	G_contig000016	18640	18640
UN	1630	.	G_contig000016	18646	18646
UN	1631	.	G_contig000016	18651	18653
UN	1632	.	G_contig000016	18655	18657
UN	1633	.	G_contig000016	18661	18661
UN	1634	.	G_contig000016	18666	18672
UN	1635	.	G_contig000016	18676	18676
UN	1636	.	G_contig000016	18682	18682
UN	1637	.	G_contig000016	27482	27517
UN	1638	.	G_contig000016	27857	27877
UN	1639	.	G_contig000017	1	20
UN	1640	.	G_contig000017	3274	3295
UN	1641	.	G_contig000018	1	151
UN	1642	.	G_contig000018	3079	3169
UN	1643	.	G_contig000019	1	19
UN	1644	.	G_contig000019	1714	1733
UN	1645	.	G_contig000020	1	29
UN	1646	.	G_contig000020	442	464
UN	1647	.	G_contig000021	1	19
UN	1648	.	G_contig000021	440	460
UN	1649	.	G_contig000022	1	1
UN	1650	.	G_contig000022	323	376
UN	1651	.	G_contig000023	1	25
UN	1652	.	G_contig000023	27	28
UN	1653	.	G_contig000023	324	349
UN	1654	.	G_contig000025	1	93
UN	1655	.	G_contig000025	96	96
UN	1656	.	G_contig000025	119	119
UN	1657	.	G_contig000025	127	127
UN	1658	.	G_contig000025	133	133
UN	1659	.	G_contig000025	141	141
UN	1660	.	G_contig000025	170	171
UN	1661	.	G_contig000025	189	189
UN	1662	.	G_contig000025	195	196
UN	1663	.	G_contig000025	198	199
UN	1664	.	G_contig000025	204	204
UN	1665	.	G_contig000025	211	211
UN	1666	.	G_contig000025	215	215
UN	1667	.	G_contig000025	222	223
UN	1668	.	G_contig000025	225	225
UN	1669	.	G_contig000025	234	234
UN	1670	.	G_contig000025	237	237
UN	1671	.	G_contig000025	246	248
UN	1672	.	G_contig000025	256	322
UN	1673	.	G_contig000026	1	25
UN	1674	.	G_contig000026	283	304
UN	1675	.	G_contig000029	1	24
UN	1676	.	G_contig000029	246	273
UN	1677	.	G_contig000031	1	14
UN	1678	.	G_contig000031	35	35
UN	1679	.	G_contig000031	50	50
UN	1680	.	G_contig000031	78	78
UN	1681	.	G_contig000031	99	99
UN	1682	.	G_contig000031	108	123
UN	1683	.	G_contig000031	128	130
UN	1684	.	G_contig000031	132	132
UN	1685	.	G_contig000031	138	143
UN	1686	.	G_contig000031	145	145
UN	1687	.	G_contig000031	147	147
UN	1688	.	G_contig000031	153	153
UN	1689	.	G_contig000031	155	158
UN	1690	.	G_contig000031	160	162
UN	1691	.	G_contig000031	164	267
UN	1692	.	G_contig000093	1	249
UN	1693	.	G_contig000134	1	2
UN	1694	.	G_contig000134	23	23
UN	1695	.	G_contig000134	26	26
UN	1696	.	G_contig000134	61	61
UN	1697	.	G_contig000134	68	68
UN	1698	.	G_contig000134	101	101
UN	1699	.	G_contig000134	109	109
UN	1700	.	G_contig000134	129	129
UN	1701	.	G_contig000134	134	134
UN	1702	.	G_contig000134	152	154
UN	1703	.	G_contig000134	164	164
UN	1704	.	G_contig000134	168	168
UN	1705	.	G_contig000134	171	171
UN	1706	.	G_contig000134	190	190
UN	1707	.	G_contig000134	209	209
UN	1708	.	G_contig000134	224	224
UN	1709	.	G_contig000134	239	241
UN	1710	.	G_contig000152	1	14
UN	1711	.	G_contig000152	33	33
UN	1712	.	G_contig000152	54	54
UN	1713	.	G_contig000152	60	60
UN	1714	.	G_contig000152	62	62
UN	1715	.	G_contig000152	69	69
UN	1716	.	G_contig000152	73	85
UN	1717	.	G_contig000152	87	87
UN	1718	.	G_contig000152	92	93
UN	1719	.	G_contig000152	96	96
UN	1720	.	G_contig000152	105	105
UN	1721	.	G_contig000152	109	109
UN	1722	.	G_contig000152	111	111
UN	1723	.	G_contig000152	118	118
UN	1724	.	G_contig000152	131	132
UN	1725	.	G_contig000152	141	148
UN	1726	.	G_contig000152	152	154
UN	1727	.	G_contig000152	157	158
UN	1728	.	G_contig000152	168	168
UN	1729	.	G_contig000152	171	171
UN	1730	.	G_contig000152	173	173
UN	1731	.	G_contig000152	177	177
UN	1732	.	G_contig000152	180	238
UN	1733	.	G_contig000175	1	90
UN	1734	.	G_contig000175	118	118
UN	1735	.	G_contig000175	122	122
UN	1736	.	G_contig000175	151	151
UN	1737	.	G_contig000175	158	158
UN	1738	.	G_contig000175	175	175
UN	1739	.	G_contig000175	204	204
UN	1740	.	G_contig000175	208	208
UN	1741	.	G_contig000175	219	219
UN	1742	.	G_contig000175	227	227
UN	1743	.	G_contig000175	233	233
UN	1744	.	G_contig000181	1	231
UN	1745	.	G_contig000198	1	16
UN	1746	.	G_contig000198	21	21
UN	1747	.	G_contig000198	53	53
UN	1748	.	G_contig000198	90	90
UN	1749	.	G_contig000198	95	229
UN	1750	.	G_contig000199	1	20
UN	1751	.	G_contig000199	184	208
