freq	total_cov	major_cov	minor_cov
0.199987411	115	92	23
0.157596111	95	80	15
0.145755768	89	76	13
0.122597694	65	57	8
0.110746384	72	64	8
0.173660755	69	57	12
0.130356789	69	60	9
0.149469852	60	51	9
0.15292263	59	50	9
0.144888878	62	53	9
0.0604557991	82	77	5
0.0676407814	59	55	4
0.0870199203	46	42	4
0.0798530579	50	46	4
0.107750893	37	33	4
0.0975627899	41	37	4
0.11423254	35	31	4
0.113976002	35	31	4
0.114141941	35	31	4
0.0662779808	93	86	7
0.170516491	67	54	13
0.0802197456	84	77	7
0.131950378	92	77	12
0.104142666	100	87	13
0.175047874	55	42	9
0.0507359505	106	99	6
0.0570645332	100	94	6
0.095430851	95	85	9
0.228970528	75	56	16
0.142782211	75	64	11
0.131238937	38	33	5
0.30724287	62	43	19
0.292749405	65	46	19
0.308300018	65	45	19
0.260397911	73	54	19
0.210575581	76	60	16
0.0777740479	64	59	5
0.128597736	78	62	8
0.122138977	75	65	9
0.0586624146	102	95	6
0.0560016632	107	101	6
0.129552364	108	94	14
0.0569176674	105	99	6
0.205967903	103	81	21
0.0631256104	104	97	7
0.175179005	97	80	17
0.17713213	96	79	17
0.151641369	112	95	17
0.143756866	118	101	17
0.0863981247	104	95	9
0.127912998	78	68	10
0.129913807	77	67	10
0.124901295	80	70	10
0.12646246	79	69	10
0.126603127	79	69	10
0.177197933	79	65	14
0.178786278	79	64	14
0.190035343	79	63	15
0.186731815	76	61	14
0.194448471	72	58	14
0.233240604	60	46	14
0.162520885	86	72	14
0.157544613	76	64	12
0.0746855736	75	69	6
0.0728225708	69	63	5
0.0655555725	76	71	5
0.060769558	82	76	5
0.0598287582	83	78	5
0.0599241257	83	78	5
0.0617313385	97	90	6
0.0608177185	98	92	6
0.0629644394	95	89	6
0.0516786575	117	110	6
0.273802757	59	41	17
0.0655155182	74	69	5
0.164168835	73	61	12
0.059223175	84	79	5
0.0810747147	86	79	7
0.0565505028	88	83	5
0.0674510002	84	78	6
0.0935587883	64	58	6
0.0895237923	78	71	7
0.139111519	78	67	11
0.101234436	69	62	7
0.101084232	69	62	7
0.104282379	69	59	7
0.182721615	71	58	13
0.0940680504	74	67	7
0.104652405	71	61	7
0.145421028	71	59	10
0.144849777	75	64	11
0.277066708	95	67	26
0.32405901	86	58	27
0.318739891	88	60	28
0.29195261	89	63	26
0.291890144	89	63	26
0.291762829	75	53	22
0.293187141	75	53	22
0.306425095	75	51	22
0.24370718	86	65	21
0.0631170273	93	87	6
0.0918087959	87	79	8
0.0964708328	83	74	8
0.100035667	80	71	8
0.120874882	99	87	12
0.123529434	97	85	12
0.120859623	99	87	12
0.118886948	101	89	12
0.116476536	103	91	12
0.107771873	111	99	12
0.108012199	111	98	12
0.141334534	85	73	12
0.145997524	82	70	12
0.108139038	83	74	9
0.0689821243	81	75	6
0.0741910934	81	75	6
0.0799617767	75	69	6
0.0798640251	75	69	6
0.0809750557	74	68	6
0.158932686	69	58	11
0.180052757	66	54	12
0.178896904	67	55	12
0.191448212	62	50	12
0.18563652	64	52	12
0.203961372	58	46	12
0.214080334	56	44	12
0.190989017	57	46	11
0.211288452	52	41	11
0.140884399	92	79	13
0.0579867363	86	80	5
0.0599517822	83	78	5
0.0630354881	95	89	6
0.0522241592	114	108	6
0.0515704155	116	110	6
0.0516037941	116	110	6
0.0538458824	129	122	7
0.0766096115	52	48	4
0.0848212242	47	43	4
0.0783238411	51	47	4
0.0815854073	49	45	4
0.0814023018	49	45	4
0.166086197	120	100	20
0.164001942	120	100	20
0.164637566	120	100	20
0.211099625	132	104	28
0.211068153	132	104	28
0.21551609	130	102	28
0.226067066	127	98	29
0.216709614	115	90	25
0.168147564	95	79	16
0.0880560875	68	62	6
0.105029583	57	51	6
0.0998578072	60	54	6
0.0981259346	61	55	6
0.0996465683	60	54	6
0.0965571404	62	56	6
0.101466179	59	53	6
0.0979800224	61	55	6
0.0906624794	66	60	6
0.221325397	113	88	25
0.276846886	101	73	28
0.324487209	117	79	38
0.376180649	101	63	38
0.351881027	108	70	38
0.348406315	109	71	38
0.323916435	108	73	35
0.336444378	104	69	35
0.23464632	81	62	19
0.234335423	81	62	19
0.135407925	59	51	8
0.135458946	59	51	8
0.105938911	66	59	7
0.121347427	74	65	9
0.0945029259	74	67	7
0.0887241364	90	82	8
0.0855693817	93	85	8
0.0836901665	95	87	8
0.0834355354	95	87	8
0.0996966362	88	79	9
0.0795345306	100	92	8
0.0789895058	101	93	8
0.0798859596	100	92	8
0.0697479248	100	93	7
0.217852116	87	68	19
0.156229973	76	62	11
0.191664696	73	59	14
0.202266216	79	63	16
0.148960114	79	67	12
0.177222729	79	65	14
0.215677261	74	58	16
0.167667866	74	58	11
0.137379646	80	68	11
0.141299248	78	66	11
0.199896812	61	48	12
0.259732246	50	37	13
0.139019012	79	68	11
0.117116451	61	53	7
0.114090919	61	54	7
0.10118866	70	62	7
0.101094246	69	62	7
0.0694146156	115	107	8
0.0689430237	116	108	8
0.0970373154	103	93	10
0.0924654007	108	98	10
0.0873575211	114	104	10
0.0906996727	110	100	10
0.0909218788	110	100	10
0.0952086449	105	95	10
0.0951309204	105	95	10
0.0959854126	105	94	10
0.094894886	105	95	10
0.0842738152	107	97	9
0.0931382179	107	97	10
0.0739593506	108	99	8
0.167913914	119	99	20
0.206260204	126	100	26
0.24814558	129	96	32
0.302820206	109	76	33
0.296150208	112	78	33
0.296317101	118	83	35
0.304403782	115	80	35
0.295478344	105	73	31
0.262228489	95	70	25
0.25249958	79	59	20
0.235713005	85	65	20
0.218269825	87	68	19
0.06092453	82	77	5
0.0682010651	73	68	5
0.0701746941	71	66	5
0.0511360168	78	74	4
0.058986187	68	63	4
0.0591115952	84	79	5
0.102438927	39	35	4
0.104906082	38	34	4
0.102468014	39	35	4
0.114180088	35	31	4
0.157626629	38	32	6
0.111041546	36	32	4
0.107753277	37	33	4
0.105108261	38	34	4
0.0950198174	42	38	4
0.142669678	49	42	7
0.142671108	49	42	7
0.0857253075	58	53	5
0.0908946991	55	50	5
0.109740734	82	73	9
0.0949244499	95	86	9
0.0946865082	95	86	9
0.096953392	95	85	9
0.0863671303	100	91	9
0.0780353546	115	106	9
0.0778884888	115	105	9
0.0778427124	115	106	9
0.0839414597	107	98	9
0.0844669342	107	97	9
0.0805988312	107	98	9
0.0816168785	111	101	9
0.0794863701	113	103	9
0.11413908	44	38	5
0.114973068	44	38	5
0.145529747	48	41	7
0.16679287	42	35	7
0.166769981	42	35	7
0.166841984	42	35	7
0.183888435	38	31	7
0.183829308	38	31	7
0.262252331	61	45	16
0.23782444	67	50	16
0.218619347	55	43	12
0.111035347	54	48	6
0.101333141	59	53	6
0.1013484	59	53	6
0.109255791	64	57	7
0.112831593	62	55	7
0.129426956	54	47	7
0.287629604	66	47	19
0.253425598	67	50	17
0.246103764	69	52	17
0.327365875	58	39	19
0.320694923	53	36	17
0.314911842	54	37	17
0.26629734	110	80	29
0.263408661	110	81	29
0.260405064	111	82	29
0.26102972	111	82	29
0.277369499	108	78	30
0.287467003	108	77	31
0.16494894	97	81	16
0.0940151215	85	77	8
0.0990366936	86	77	8
0.128163815	78	68	10
0.168321609	71	59	12
0.0553851128	72	68	4
0.0563349724	71	67	4
0.056210041	71	67	4
0.0562591553	71	67	4
0.0532040596	75	71	4
0.0531935692	75	71	4
0.0625038147	64	60	4
0.062356472	64	60	4
0.0665550232	60	56	4
0.0667119026	60	56	4
0.0676851273	59	55	4
0.090657711	44	40	4
0.190927505	89	71	17
0.160057068	100	84	16
0.154128075	110	93	17
0.157735348	103	86	16
0.171400547	99	82	17
0.16311264	104	87	17
0.193356991	88	71	17
0.173369884	98	81	17
0.0700306892	71	66	5
0.370644569	60	37	22
0.363502979	66	42	24
0.343213081	70	46	24
0.342386723	70	46	24
0.402669907	72	43	29
0.353375912	82	53	29
0.353512764	82	53	29
0.323543549	86	58	27
0.330023766	86	57	28
0.38774395	98	60	38
0.387879372	98	60	38
0.404186726	94	56	38
0.361469746	83	53	30
0.265180111	83	61	22
0.168628216	71	59	12
0.19964838	75	60	15
0.202854633	69	55	14
0.202840328	69	55	14
0.191939831	73	59	14
0.203059673	73	58	15
0.0804462433	74	68	6
0.096116066	62	56	6
0.128902912	62	54	8
0.0749173164	82	73	6
0.131376266	76	66	10
0.126726627	63	55	8
0.116818905	77	68	9
0.110729218	72	64	8
0.164095402	79	66	13
0.174188614	74	61	13
0.121210575	74	65	9
0.0727186203	82	76	6
0.0573005676	87	82	5
0.0698561668	85	79	6
0.0580000877	86	81	5
0.115812302	69	61	8
0.121278286	66	58	8
0.12101078	66	58	8
0.121112347	66	58	8
0.121112823	66	58	8
0.135769844	59	51	8
0.21204567	66	52	14
0.228586674	70	54	16
0.103809357	96	86	10
0.123269558	81	71	10
0.243933201	82	62	20
0.198409557	84	64	16
0.240837097	83	63	20
0.240867615	83	63	20
0.212705612	94	74	20
0.175606728	90	74	16
0.262024879	87	62	21
0.251086712	85	60	21
0.293777943	85	60	25
0.227137566	93	70	21
0.280961514	89	64	25
0.213204861	75	59	16
0.175350666	74	61	13
0.175560474	74	61	13
0.164488792	49	40	8
0.0903263092	78	70	7
0.0880904198	79	72	7
0.0927643776	78	70	7
0.0511627197	78	74	4
0.0867567062	69	63	6
0.0824198723	75	67	6
0.0796289444	75	69	6
0.080552578	75	67	6
0.0763816833	79	72	6
0.0788760185	76	70	6
0.0818090439	76	69	6
0.0642867088	94	87	6
0.05915308	99	92	6
0.0545763969	111	102	6
0.0582723618	103	96	6
0.241846561	62	47	15
0.267888069	56	41	15
0.233965397	64	49	15
0.254262447	59	44	15
0.254148006	59	44	15
0.258527756	58	43	15
0.280755043	58	41	16
0.258267403	58	43	15
0.26321888	57	42	15
0.267755032	56	41	15
0.254532814	59	44	15
0.258583546	58	43	15
0.234252453	64	49	15
0.236364841	64	48	15
0.199982643	90	72	18
0.199731827	90	72	18
0.188883305	90	73	17
0.210586071	85	67	18
0.211697578	85	67	18
0.211858749	85	66	18
0.197803497	91	72	18
0.198165894	91	73	18
0.182010651	99	81	18
0.181845665	99	81	18
0.181832314	99	81	18
0.119548798	75	66	9
0.0975923538	92	83	9
0.120192528	75	65	9
0.119543076	75	66	9
0.0890040398	101	92	9
0.0847606659	94	86	8
0.0848841667	94	86	8
0.0837140083	95	87	8
0.0828919411	96	88	8
0.0831828117	96	88	8
0.0822701454	97	89	8
0.0849633217	94	86	8
0.0957632065	81	73	8
0.0972385406	82	74	8
0.124858856	56	49	7
0.109218597	64	57	7
0.109201431	64	57	7
0.144948959	69	59	10
0.146698952	68	58	10
0.164250374	73	61	12
0.18467617	64	52	12
0.217122555	69	54	15
0.202778339	69	55	14
0.199698448	70	56	14
0.123504162	39	34	5
0.0643734932	62	58	4
0.0642986298	62	58	4
0.0746836662	107	99	8
0.0774893761	106	97	9
0.0797681808	75	69	6
0.067718029	76	69	5
0.0722751617	73	66	5
0.127330303	94	82	12
0.128967285	93	81	12
0.13444376	89	77	12
0.134725571	89	77	12
0.171536922	93	77	16
0.192843914	78	61	15
0.193916798	78	62	15
0.198355675	90	72	18
0.163305759	92	76	15
0.247896194	109	82	27
0.214901924	102	80	22
0.199874401	110	88	22
0.17559576	91	75	16
0.175562382	91	75	16
0.183613777	87	71	16
0.187876701	85	69	16
0.221275806	72	56	16
0.212776184	75	59	16
0.215950489	74	58	16
0.104985714	70	60	7
0.106307983	66	59	7
0.10090065	66	59	7
0.104607105	67	60	7
0.107751846	63	56	7
0.10405302	67	60	7
0.116464615	60	53	7
0.112538815	62	55	7
0.109558582	62	55	7
0.084171772	76	68	7
0.168056011	71	59	12
0.154931068	77	65	12
0.159551144	75	63	12
0.163333893	73	61	12
0.152511597	81	68	12
0.144261837	83	71	12
0.140778065	85	73	12
0.132404327	90	78	12
0.099864006	70	62	7
0.124091148	50	43	6
0.184763908	54	44	10
0.142671108	49	42	7
0.134531975	52	45	7
0.134399414	52	45	7
0.0888748169	56	51	5
0.085703373	58	53	5
0.0858216286	58	53	5
0.0906276703	55	50	5
0.107619762	46	39	5
0.0827922821	60	55	5
0.0877857208	57	52	5
0.0996184349	57	51	6
0.0924582481	53	48	5
0.0801534653	62	57	5
0.168892384	71	59	12
0.169035912	71	59	12
0.169027805	71	59	12
0.153727055	78	66	12
0.153563499	78	66	12
0.153823853	78	66	12
0.153549194	78	66	12
0.153711796	78	66	12
0.155926228	78	65	12
0.151882172	79	67	12
0.151880741	79	67	12
0.151600838	79	67	12
0.137163639	87	75	12
0.135180473	89	77	12
0.226852894	50	37	12
0.170841217	70	58	12
0.171496868	70	57	12
0.170866013	70	58	12
0.159958363	81	68	13
0.137503147	86	74	12
0.137530327	87	75	12
0.117463589	98	86	12
0.137529373	91	74	12
0.129818916	91	79	12
0.304121494	82	57	25
0.308200359	81	56	25
0.275093555	69	50	19
0.311374664	61	42	19
0.256274223	74	55	19
0.256652832	74	55	19
0.199910641	95	76	19
0.114569187	87	77	10
0.11482811	87	77	10
0.155785561	77	65	12
0.153087139	78	66	12
0.145989895	82	70	12
0.149905205	80	68	12
0.149962425	80	68	12
0.149896622	80	68	12
0.177917957	73	60	13
0.178237915	72	59	13
0.17569828	74	61	13
0.136302948	44	38	6
0.178262711	56	46	10
0.140229702	57	49	8
0.123376369	65	57	8
0.117509365	68	60	8
0.133376598	60	52	8
0.135570049	59	51	8
0.142454624	56	48	8
0.14291048	56	48	8
0.133126736	60	52	8
0.128744125	62	54	8
0.13686657	58	50	8
0.126870155	63	55	8
0.115604877	69	61	8
0.266777992	45	33	12
0.0873513222	57	52	5
0.0882387161	57	51	5
0.0905427933	55	50	5
0.0960593224	52	47	5
0.0960431099	52	47	5
0.0925726891	54	49	5
0.102119923	49	44	5
0.0961055756	52	47	5
0.0959982872	52	47	5
0.0979266167	51	46	5
0.111320019	53	47	6
0.0593385696	103	96	6
0.0606627464	115	108	7
0.10306406	116	104	12
0.120845795	99	87	12
0.115287781	104	92	12
0.113772869	79	70	9
0.113549232	79	70	9
0.152693748	72	61	11
0.166547298	66	55	11
0.112519741	71	63	8
0.168895721	77	63	13
0.188436508	69	56	13
0.0805187225	62	57	5
0.0856099129	66	60	6
0.0829639435	72	66	6
0.185800076	72	55	13
0.110972404	72	64	8
0.110740662	72	64	8
0.249835968	72	54	18
0.302894592	71	43	14
0.182788372	71	58	13
0.258337498	58	43	15
0.163849354	61	51	10
0.111667633	63	55	7
0.322396278	62	42	20
0.133733273	97	84	13
0.098596096	101	91	10
0.0578289032	113	105	7
0.106308937	122	109	13
0.1196208	117	103	14
0.0781059265	127	117	10
0.102166176	127	114	13
0.337504387	83	55	28
0.369197369	76	48	28
0.368695259	76	48	28
0.367671013	76	48	28
0.378340244	74	46	28
0.369575977	76	48	28
0.383465767	73	45	28
0.142649174	84	72	12
0.128941536	94	81	12
0.0860862732	58	53	5
0.0795826912	73	66	6
0.0862855911	81	74	7
0.0841794014	83	76	7
0.0840439796	83	76	7
0.0757880211	92	85	7
0.0747308731	93	86	7
0.141461372	113	97	16
0.146741867	119	101	18
0.139478683	129	111	18
0.14914465	127	108	19
0.115273952	130	115	15
0.0938410759	85	77	8
0.10089016	79	71	8
0.0953154564	84	76	8
0.098449707	81	73	8
0.0986428261	81	73	8
0.098449707	81	73	8
0.0985646248	81	73	8
0.0882825851	90	82	8
0.0878424644	91	83	8
0.0895614624	89	81	8
0.0765190125	91	84	7
0.0650982857	92	86	6
0.159213066	45	37	7
0.179252625	38	31	7
0.149825573	40	34	6
0.11081934	54	48	6
0.257097721	96	71	25
0.254032612	96	71	24
0.342897415	102	67	35
0.377118111	106	66	40
0.443203449	88	49	39
0.443329334	88	49	39
0.505064011	89	45	44
0.202789783	64	51	13
0.202790737	64	51	13
0.20605278	63	50	13
0.19972229	60	48	12
0.239961147	50	38	12
0.239699841	50	38	12
0.299932003	40	28	12
0.300046921	40	28	12
0.257295132	46	34	12
0.0597143173	79	74	5
0.0620031357	80	75	5
0.0568614006	87	82	5
0.058300972	85	80	5
0.0596256256	100	94	6
0.0541472435	92	87	5
0.056927681	87	82	5
0.152928829	92	77	14
0.155238152	90	76	14
0.15043211	93	79	14
0.224028111	107	83	24
0.441114426	86	48	38
0.393132687	94	57	37
0.298699379	97	68	29
0.085606575	93	85	8
0.110890865	63	56	7
0.119520664	61	53	7
0.130156517	54	46	7
0.130888462	54	46	7
0.108774662	64	57	7
0.101840019	69	61	7
0.164196968	67	56	11
0.159124374	69	58	11
0.23241663	73	56	17
0.305380821	72	50	22
0.30578661	72	50	22
0.305391312	72	50	22
0.281048298	80	57	22
0.277915001	80	57	22
0.342682362	91	59	31
0.397747993	93	56	37
0.0702676773	71	66	5
0.0702652931	71	66	5
0.0722517967	69	64	5
0.0845956802	59	54	5
0.0892176628	56	51	5
0.0922317505	54	49	5
0.199667454	40	32	8
0.199923038	40	32	8
0.177428722	45	37	8
0.177389622	45	37	8
0.150592327	53	45	8
0.142743587	56	48	8
0.14513731	55	47	8
0.149647236	54	45	8
0.196678162	61	49	12
0.163968563	61	51	10
0.175319195	57	47	10
0.172141552	58	48	10
0.109359264	137	122	15
0.111001968	135	120	15
0.186098099	145	118	27
0.184654713	146	119	27
0.209202766	129	102	27
0.219419479	123	96	27
0.249711037	108	81	27
0.24866581	108	81	27
0.224825859	120	93	27
0.219553947	123	96	27
0.207455158	130	103	27
0.240882874	112	85	27
0.0784463882	76	70	6
0.0705246925	85	78	6
0.086763382	69	63	6
0.079937458	75	69	6
0.0795793533	75	69	6
0.0825982094	82	75	7
0.0728588104	82	75	6
0.15348196	65	55	10
0.161031723	62	52	10
0.14490509	69	59	10
0.136780739	73	63	10
0.1470294	68	58	10
0.144715309	69	59	10
0.144775391	69	59	10
0.133013248	75	65	10
0.126324177	79	69	10
0.144645691	76	65	11
0.129624367	77	67	10
0.203546524	49	39	10
0.224275589	49	38	11
0.157593727	57	48	9
0.199925423	65	52	13
0.188239098	69	56	13
0.168523788	77	64	13
0.0680088997	73	68	5
0.0692424774	73	67	5
0.0626964569	79	74	5
0.0544981956	91	86	5
0.0548362732	91	86	5
0.0540699959	91	86	5
0.0516633987	96	91	5
0.0505251884	98	93	5
0.0938439369	138	125	13
0.0653586388	138	128	9
0.0938858986	138	125	13
0.0643525124	150	140	10
0.146075249	157	134	23
0.149226189	154	131	23
0.0646910667	154	143	10
0.0614242554	159	149	10
0.0813889503	159	146	13
0.0613269806	159	149	10
0.062148571	160	150	10
0.0884261131	146	133	13
0.0889515877	146	133	13
0.0983452797	132	119	13
0.0834946632	119	109	10
0.0839118958	119	109	10
0.0838241577	119	109	10
0.109333992	119	105	13
0.244390965	66	49	16
0.242389679	66	50	16
0.22516489	71	55	16
0.233499527	73	55	17
0.220707893	73	55	16
0.0963382721	114	103	11
0.175733566	108	89	19
0.343207359	67	44	23
0.353881359	65	42	23
0.414243698	70	41	29
0.373152256	67	42	25
0.338037491	74	49	25
0.316786289	79	54	25
0.256955147	70	52	18
0.253478527	71	53	18
0.253509045	71	53	18
0.239642143	75	57	18
0.22009325	68	53	15
0.220329762	68	53	15
0.245980263	69	52	17
0.253789902	67	50	17
0.253452778	67	50	17
0.218048096	78	61	17
0.231566906	75	57	17
0.212608814	80	63	17
0.209712982	78	61	16
0.217840672	78	61	17
0.197235584	91	73	18
0.186511993	91	74	17
0.0759701729	92	85	7
0.0729932785	96	89	7
0.0718054771	97	90	7
0.0806455612	99	91	8
0.0734028816	96	87	7
0.0725326538	96	89	7
0.25912571	89	64	23
0.26952076	89	65	24
0.250157356	96	72	24
0.0759382248	92	85	7
0.272412777	91	66	24
0.263629913	91	67	24
0.0841221809	83	76	7
0.139665127	77	66	11
0.0590581894	118	111	7
0.0638389587	109	102	7
0.0682649612	103	94	7
0.0676865578	103	96	7
0.0772109032	103	95	8
0.0604081154	115	108	7
0.0597023964	116	109	7
0.0657086372	76	71	5
0.0655231476	76	71	5
0.0777955055	64	59	5
0.0768690109	62	57	5
0.103796005	96	86	10
0.144795895	83	71	12
0.155573368	77	65	12
0.178954124	67	55	12
0.184762478	65	53	12
0.177741528	66	54	12
0.193671703	62	50	12
0.230973244	52	40	12
0.233882904	51	39	12
0.204464912	59	47	12
0.26421833	83	61	22
0.304703236	82	57	25
0.308106899	81	56	25
0.320318222	78	53	25
0.330283165	78	51	25
0.368235588	87	55	32
0.409803391	78	46	32
0.410721302	78	46	32
0.279791832	100	72	28
0.280330181	100	72	28
0.277028084	101	73	28
0.264079094	106	78	28
0.269169807	104	76	28
0.0618824959	129	121	8
0.0522232056	134	126	7
0.0524191856	133	126	7
0.198080063	50	40	10
0.199250698	49	39	10
0.196534634	51	40	10
0.176399708	56	46	10
0.175556183	57	47	10
0.174948692	57	47	10
0.241747856	58	44	14
0.264745712	53	39	14
0.185069561	54	44	10
0.16896677	59	49	10
0.169542313	59	49	10
0.252921581	59	43	15
0.343475819	64	42	22
0.313768387	70	48	22
0.298215389	57	40	17
0.295903683	54	38	16
0.157219887	75	63	12
0.067237854	75	69	5
0.136051655	66	57	9
0.138136387	65	56	9
0.138357639	65	56	9
0.136205673	66	57	9
0.138418674	65	56	9
0.132018089	68	59	9
0.132351875	68	59	9
0.132030964	68	59	9
0.132103443	68	59	9
0.115322113	78	69	9
0.129529476	77	67	10
0.118880272	75	66	9
0.123139858	73	64	9
0.119948864	75	66	9
0.132152081	68	59	9
0.128562927	70	61	9
0.19925499	50	40	10
0.208222866	48	38	10
0.221259117	46	35	10
0.232345104	43	33	10
0.237924099	42	32	10
0.277571678	36	26	10
0.232352257	43	33	10
0.0573353767	87	82	5
0.0659713745	75	70	5
0.0558919907	89	84	5
0.0571312904	87	82	5
0.058740139	85	80	5
0.0604376793	82	77	5
0.100631237	60	53	6
0.0967335701	62	56	6
0.099694252	60	54	6
0.136618137	66	57	9
0.133982182	67	58	9
0.105584145	66	59	7
0.0968928337	72	65	7
0.095685482	73	66	7
0.110939026	63	56	7
0.110911369	63	56	7
0.110773087	63	56	7
0.119114876	67	59	8
0.0818862915	73	67	6
0.078461647	76	70	6
0.115539551	69	61	8
0.114048481	70	62	8
0.11397934	70	62	8
0.113878727	70	62	8
0.115616798	69	61	8
0.106295109	75	67	8
0.106514931	75	67	8
0.106313705	75	67	8
0.124703884	72	63	9
0.142111778	70	60	10
0.18304491	60	49	11
0.223621845	67	52	15
0.289306641	76	54	22
0.289236069	76	54	22
0.301492691	73	51	22
0.23971796	100	76	24
0.22940731	104	80	24
0.195572376	92	74	18
0.174027443	103	85	18
0.19767046	91	73	18
0.195617676	91	73	18
0.155917645	64	54	10
0.156161308	64	54	10
0.15623188	64	54	10
0.154595852	97	82	15
0.157842159	101	85	16
0.158073902	101	85	16
0.18990612	100	81	19
0.219160557	91	71	20
0.252917767	79	59	20
0.253378391	79	59	20
