freq	total_cov	major_cov	minor_cov
0.0936670303	138	125	13
0.0596137047	166	156	10
0.0792007446	132	121	11
0.0732588768	146	130	11
0.0517935753	111	105	6
0.0940375328	95	86	9
0.0633716583	78	73	5
0.26962328	50	36	14
0.117641926	110	97	13
0.0785069466	101	93	8
0.112411499	115	102	13
0.0913238525	98	89	9
0.202547073	63	45	13
0.141088486	77	64	12
0.0534415245	211	199	12
0.0571122169	121	114	7
0.0707411766	84	78	6
0.0733566284	135	125	10
0.0624351501	95	89	6
0.0946278572	156	141	15
0.0502853394	126	119	7
0.0572934151	130	121	8
0.064157486	167	156	11
0.0819406509	121	111	10
0.0762648582	142	131	11
0.0700006485	99	92	7
0.0731348991	129	118	10
0.0860548019	92	84	8
0.0925107002	86	78	8
0.0750956535	93	85	7
0.0580186844	144	135	9
0.056137085	141	133	8
0.0740189552	87	80	6
0.0508546829	136	129	7
0.0790023804	113	103	9
0.0583086014	108	100	6
0.0902485847	154	140	14
0.0878305435	113	103	10
0.0601086617	148	139	9
0.0858287811	104	95	9
0.0744709969	105	97	8
0.0756158829	128	118	10
0.185653687	76	60	14
0.0558300018	125	117	7
0.0627965927	126	118	8
0.058532238	135	127	8
0.110416412	72	64	8
0.0864887238	122	111	11
0.124778748	144	124	18
0.0524954796	113	107	6
0.0549297333	108	102	6
0.095594883	135	122	13
0.0593318939	100	94	6
0.0643815994	130	121	8
0.0733761787	108	100	8
0.0964398384	134	121	13
0.0534963608	147	139	8
0.119286537	106	93	13
0.0548405647	126	119	7
0.0670685768	132	123	9
0.0511965752	135	128	7
0.073431015	108	100	8
0.0713047981	126	116	9
0.096036911	176	158	17
0.0511751175	135	128	7
0.0531244278	130	123	7
0.0807480812	79	72	7
0.0685677528	159	148	11
0.0792965889	125	115	10
0.0601921082	115	108	7
0.355438232	143	89	52
0.118857861	67	59	8
0.0591950417	249	234	15
0.0695924759	114	106	8
0.0557022095	213	201	12
0.0520396233	186	175	10
0.0581665039	136	128	8
0.0669593811	148	138	10
0.0519556999	133	126	7
0.0768866539	129	119	10
0.0552568436	152	143	9
0.0684938431	186	173	13
0.0777816772	102	94	8
0.0582156181	117	110	7
0.0625910759	134	125	9
0.0983982086	101	91	10
0.0508565903	144	136	8
0.0994915962	160	144	16
0.0543427467	107	101	6
0.0675821304	131	122	9
0.0707688332	84	78	6
0.0627970695	94	88	6
0.0737185478	121	112	9
0.078057766	89	82	7
0.0602989197	164	154	10
0.106588364	127	113	14
0.0546422005	157	148	9
0.0885467529	101	92	9
0.075612545	118	109	9
0.0581054688	119	112	7
0.0613045692	113	106	7
0.0942249298	95	86	9
0.050904274	124	117	7
0.0547990799	126	119	7
0.0819501877	109	100	9
0.0620379448	104	94	7
0.0909891129	109	99	10
0.0729355812	136	126	10
0.0522475243	160	150	9
0.0748472214	106	98	8
0.0863432884	161	147	14
0.0586528778	101	95	6
0.0577054024	120	113	7
0.0707454681	126	117	9
0.0839071274	130	118	11
0.0806665421	160	147	13
0.0546112061	159	148	10
0.0524115562	127	119	8
0.0725398064	123	114	9
0.0795898438	100	91	8
0.0527815819	131	124	7
0.0547208786	224	211	13
0.0551075935	161	152	9
0.0700035095	99	92	7
0.0646471977	139	129	9
0.0507764816	136	128	7
0.0847554207	82	75	7
0.056183815	123	116	7
0.121294975	84	73	11
0.0577406883	120	113	7
0.0821976662	113	103	10
0.0972590446	102	92	10
0.0609226227	130	121	8
0.0694656372	107	99	8
0.0556144714	150	141	9
0.0819888115	109	100	9
0.0650038719	122	114	8
0.065987587	117	106	9
0.0652742386	137	127	10
0.079703331	113	103	10
0.0746703148	100	92	8
0.0629501343	135	126	9
0.0869703293	80	73	7
0.170647144	76	63	13
0.0515379906	113	107	6
0.0686731339	136	126	10
0.0695266724	141	131	10
0.0603117943	140	131	9
0.0801196098	161	148	13
0.0602517128	139	130	9
0.0545020103	127	120	7
0.0776205063	115	106	9
0.0652589798	107	99	8
0.0501112938	99	94	5
0.0693926811	113	105	8
0.076312542	143	132	11
0.0871047974	80	72	7
0.058590889	109	102	7
0.0572543144	139	130	8
0.124325752	80	70	10
0.0614066124	129	121	8
0.0581569672	140	131	9
0.0561714172	88	83	5
0.167857647	126	99	23
0.156773567	132	109	23
0.0525035858	113	107	6
0.0772147179	90	83	7
0.0738873482	153	141	12
0.0538668633	110	104	6
0.0690050125	158	147	11
0.0504546165	137	130	7
0.075671196	118	109	9
0.0890936852	78	71	7
0.0853991508	93	85	8
0.0863485336	145	132	13
0.108663559	88	72	11
0.0539908409	128	121	7
0.0699501038	191	177	14
0.052989006	157	148	9
0.0593509674	164	154	10
0.0682621002	116	108	8
0.0537276268	110	104	6
0.0674071312	147	137	10
0.057308197	138	130	8
0.111163139	109	90	17
0.0520915985	133	125	7
0.0511989594	135	128	7
0.059735775	140	131	9
0.0585050583	85	80	5
0.0595912933	166	156	10
0.114500999	214	189	25
0.107853889	83	74	9
0.0721964836	96	89	7
0.0695295334	114	106	8
0.0683102608	172	160	12
0.0584869385	160	150	10
0.0589051247	168	158	10
0.10802269	126	112	14
0.0509819984	155	146	8
0.0701231956	113	104	8
0.0591211319	184	173	11
0.0515832901	134	127	7
0.0572547913	138	130	8
0.0564007759	157	148	9
0.113463402	114	101	13
0.0684666634	100	93	7
0.116823196	139	117	22
0.108289719	101	90	11
0.0639533997	139	130	9
0.120595455	102	89	13
0.0674581528	132	123	9
0.0695581436	142	132	10
0.0862555504	133	121	12
0.0534152985	111	105	6
0.060778141	114	107	7
0.0845427513	118	107	11
0.0541892052	182	172	10
0.0698952675	156	145	11
0.126418114	92	80	12
0.203154564	110	84	24
0.0581173897	128	120	8
0.0779123306	127	117	10
0.119769096	130	114	16
0.0571699142	121	114	7
0.0757780075	224	206	18
0.107036591	108	96	12
0.0611920357	97	91	6
0.0778641701	140	129	11
0.059981823	132	124	8
0.1630373	146	122	24
0.0912094116	98	89	9
0.055290699	151	141	9
0.0806188583	123	113	10
0.0675392151	213	198	15
0.0686421394	130	121	9
0.0580015182	128	120	8
0.0549001694	126	119	7
0.0634202957	142	132	9
0.0909633636	131	119	12
0.0540356636	107	101	6
0.0850028992	118	107	11
0.051235199	171	162	9
0.0683617592	87	81	6
0.0598053932	122	114	8
0.0532264709	188	176	11
0.0773644447	135	124	11
0.0723762512	123	114	9
0.0573029518	119	112	7
0.0698232651	162	150	12
0.0819473267	109	100	9
0.0679869652	167	155	12
0.0504670143	138	130	7
0.0691614151	86	80	6
0.0707688332	98	91	7
0.0642023087	146	136	10
0.0708494186	120	111	9
0.12108326	156	137	19
0.0519099236	152	144	8
0.0669169426	146	136	10
0.0529718399	147	139	8
0.0561027527	139	131	8
0.0741081238	134	123	10
0.102892399	138	123	15
0.0635671616	125	116	9
0.0665073395	156	145	11
0.0651473999	89	83	6
0.129665375	90	78	12
0.0655064583	83	77	6
0.059401989	200	188	12
0.133737564	92	79	13
0.0737347603	121	112	9
0.0651421547	137	127	9
0.0648903847	138	129	9
0.0800428391	124	114	10
0.0723552704	137	127	10
0.0637927055	178	166	12
0.0509400368	155	147	8
0.0701498985	156	144	11
0.0714383125	207	192	15
0.0584769249	178	167	11
0.0990357399	111	98	13
0.0702142715	127	118	9
0.0667104721	111	100	10
0.0512003899	258	244	14
0.0699715614	85	79	6
0.0708379745	98	91	7
0.198719501	80	62	17
0.150465488	80	66	13
0.174610615	80	65	15
0.0575852394	103	97	6
0.0821146965	132	121	11
0.0613684654	129	121	8
0.0524516106	226	214	12
0.0534029007	118	110	8
0.108548164	110	98	12
0.0653147697	144	134	10
0.0554819107	157	147	9
0.0787754059	95	87	8
0.101967812	156	140	16
0.0796070099	137	126	11
0.0886473656	156	142	14
0.0507979393	191	181	10
0.0518484116	134	127	7
0.0608248711	179	168	11
0.0954933167	104	93	10
0.0712351799	139	129	10
0.0671415329	141	131	10
0.0632910728	108	101	7
0.0582151413	170	160	10
0.120057583	78	67	11
0.078666687	101	93	8
0.061275959	113	106	7
0.0870108604	103	94	9
0.0550479889	156	147	9
0.0585503578	152	143	9
0.06995821	85	79	6
0.0676641464	145	135	10
0.100703239	138	124	14
0.0756449699	118	109	9
0.218186378	84	64	19
0.0752415657	117	108	9
0.0886316299	96	87	9
0.0721087456	110	102	8
0.0526585579	206	195	11
0.0580973625	161	151	10
