entry_id,source,gene_unique_identifier,gene_callers_id,gene_name,gene_hmm_id,e_value
13,Campbell_et_al,17aeda33d4e564a7f1fd523014f228c30430ede9fd288f8d766e933b,4634,RNA_pol_Rpb2_6,PF00562.23,1.1e-158
14,Campbell_et_al,8857e5afb24ecca95fef3d9a24a0b3e8c52bfff8464838be7ea290c7,1578,Ribosomal_L12,PF00542.14,2.0e-30
15,Campbell_et_al,afb2f628991dcfe81706ba1bab6b8a8f5c9b4b0dd02f14eb03e10039,7174,THF_DHG_CYH_C,PF02882.14,4.1e-17
16,Campbell_et_al,1fc4a20cc3e3103caee0f42ae3ca74e6e144c0b45b62469dc1ef5d40,4508,Ribosomal_S10,PF00338.17,4.3e-40
17,Campbell_et_al,299a82c6b4f293d7681054bf3ee452652f75ff166d41c74f60ea2a5c,4488,Ribosomal_L18e,PF00828.14,3.6e-28
18,Campbell_et_al,1c0c662553bc93bf522432b51e54b361875829e1aff0afc17a738624,4495,Ribosomal_L5_C,PF00673.16,1.1e-41
19,Campbell_et_al,f88e73401ad7a81ed5f3e8bd8f8a50d0dcf299476aa7865acc902b1d,24,Ribosomal_L20,PF00453.13,8.9e-41
20,Campbell_et_al,4da659698460174b93277432ce9e170b4a45ec7162fc5091eea758fc,6360,IF2_N,PF04760.10,3.2e-26
21,Campbell_et_al,fbc0de880ef1f6217fe664f5486dd9f24b0bfd2dd6440556d616ecac,4479,RNA_pol_L,PF01193.19,2.0e-21
22,Campbell_et_al,bfaa7f0faeec0ccb81e17b408691f3a4798013c1665cf142fb150e96,4633,RNA_pol_Rpb1_3,PF04983.13,2.1e-29
23,Campbell_et_al,74f5a84f29b927a9368e19428815e88fc689ab59e5c7d12bc5b44117,1696,RRF,PF01765.14,5.0e-64
24,Campbell_et_al,a715c503f78643f24442cf9499e0920b71505b7310595aa7fcee10c3,25,Ribosomal_L35p,PF01632.14,1.5e-24
25,Campbell_et_al,b480a5d1fe1eeeacad2293bd13339eeee894011bfbc5a918dc1aae54,4501,Ribosomal_S3_C,PF00189.15,6.4e-34
26,Campbell_et_al,2bd255aa1259be1b339be175c44e2968f3ebfe2f3f3133aa8aa7eb5a,4593,Ribosom_S12_S23,PF00164.20,2.1e-58
27,Campbell_et_al,c17749fa384d29f23ea7c47cd31a7e51244b46f14e6889ddcde55503,4479,RNA_pol_A_bac,PF01000.21,2.1e-27
28,Campbell_et_al,2d806b7cf76513813032d02e6129a01006b18f15c1a93336fe66c2e4,4504,Ribosomal_L2_C,PF03947.13,2.3e-57
29,Campbell_et_al,cf550695dd8f4be8c5484dfd8c97b76f8a35546c16ea5cffd48f3367,3314,Ribosomal_L28,PF00830.14,3.0e-26
30,Campbell_et_al,eac668bfafe9102c106aeb677e6c49e6afb4b28c689b173531e3d278,4491,Ribosomal_L18p,PF00861.17,1.4e-38
31,Campbell_et_al,00a16078b601c9d7ad17add601ba0c4e29625db4e3cc9db785cf9311,22,Phe_tRNA-synt_N,PF02912.13,2.7e-19
32,Campbell_et_al,1b6a4ff57511bbb10952160dd05524cf7697ac40183cd839cde8a03e,3311,Ribosomal_S18,PF01084.15,4.0e-27
33,Campbell_et_al,ed8be5b8e620d0077c8ce4ef9892b36c9a95fbfbb704b285ab1ca25c,6920,TIM,PF00121.13,5.6e-90
34,Campbell_et_al,4a7568a1c547be6ef475d4fbacaa695378951896f7468346da176d2e,4495,Ribosomal_L5,PF00281.14,8.9e-24
35,Campbell_et_al,812f8c40877a0a8cf5a40618804e5e844b814bd2af6ee8c83d5fcfa0,6919,PGK,PF00162.14,1.7e-145
36,Campbell_et_al,ba2f356d922e58284163ba6561ae2aaad75745d9954c562018dca0ae,4592,Ribosomal_S7,PF00177.16,2.1e-61
37,Campbell_et_al,2382318d12936dd27188cc7bcdfcbc337a2c8df6d6d86dabbe5d5216,1717,Ribosomal_L19,PF01245.15,4.7e-50
38,Campbell_et_al,c15a37d8bb183a787a37ff94ae8dd393d85b79abf903705acabed46d,4503,Ribosomal_S19,PF00203.16,3.9e-39
39,Campbell_et_al,c6afdcbb28b9479df6c2cba3a8a20ab4fd2c3025bc4ccb81edc73dbd,1925,LepA_C,PF06421.7,1.2e-50
40,Campbell_et_al,dc33442d4dac8e412e8f6997a28e46fe6deea8fcb5cac1eddf8e3909,6369,Flavokinase,PF01687.12,4.4e-42
41,Campbell_et_al,b7ce375f271d1d2e961ca251d7940ee4ef2cfdd3e01527ab0dbb93c3,4484,eIF-1a,PF01176.14,2.0e-30
42,Campbell_et_al,2f8c86a6380a495a50e0331389cf754d39f35a530798043cd133660e,2516,GrpE,PF01025.14,3.8e-32
43,Campbell_et_al,6b33800af60d537e7dde54d7f7af17cf3b295944976eed9b6df63375,4478,Ribosomal_L17,PF01196.14,1.0e-39
44,Campbell_et_al,c5fa32403bf8a00c06cb3eb0032d5bc2fbd8ac338f5bbf7854694cd1,4502,Ribosomal_L22,PF00237.14,2.4e-41
45,Campbell_et_al,8f0288664edee2e955d1ae34a44acba6fb4e37cacb01b87202405c41,5207,Ribosomal_L20,PF00453.13,1.0e-40
46,Campbell_et_al,e7ab4efc4f90898aa5d0657d4d5b9cb90ba6e936bb15f47b6d5e7c8a,5657,GidB,PF02527.10,5.0e-51
47,Campbell_et_al,e76541ceeeed35034c37a9c73c010581cacb587498fddde92f8eb4d9,1581,Ribosomal_L1,PF00687.16,3.4e-49
48,Campbell_et_al,99ee52b14dc41ccb2870e62d93e1f6bbb9b0d54e923c97081298955a,4480,Ribosomal_S4,PF00163.14,8.0e-22
49,Campbell_et_al,e42039c25e47a09bf46a3a7df19c1d55afa151bee11ffd150d7f53cb,6820,UPF0081,PF03652.10,2.3e-43
50,Campbell_et_al,d6a2d2a5f5f85bd11daf39abe40ad8e9aed9b3961a9f53dad6dc15cf,26,IF3_N,PF05198.11,4.1e-26
51,Campbell_et_al,87e986259306baa55a3f4745502b7fc32b746f89336cf8b3765476bd,6358,NusA_N,PF08529.6,5.7e-26
52,Campbell_et_al,e661837cbafff26f2af63475b3b9f2302c0657f9c8d44dd5117bdba8,5204,LepA_C,PF06421.7,3.0e-55
53,Campbell_et_al,7a41fe9f7dce08439717f7120d2f237f2908d5f61bef8cc3dd3d47b2,6729,RuvA_C,PF07499.8,7.5e-14
54,Campbell_et_al,26fa0e9997a552de3ece92340836beb93cbf42add1cdba88c476feb3,4479,RNA_pol_A_CTD,PF03118.10,1.7e-28
55,Campbell_et_al,1a808511b004a069a68762266d696e8c09befe7f2cfa044f571573d3,21,B5,PF03484.10,7.8e-13
56,Campbell_et_al,93ba0f0fc8ff8476373e230e68cc08aae1387da81a97cb53c789a44b,4634,RNA_pol_Rpb2_1,PF04563.10,3.4e-30
57,Campbell_et_al,ea0cef0b7f01341b90ee23964c4c4a26982c394433bde7809a8c3847,5865,Seryl_tRNA_N,PF02403.17,1.2e-25
58,Campbell_et_al,249981231a680ed936b77339784a58bbfb00ce2f8db5a3a56a5a9248,45,CoaE,PF01121.15,1.6e-62
59,Campbell_et_al,b7dd37ea4dec51d30e17c3b892ab1c68d8a8e834510b34eaf6dabf2c,1962,GTP1_OBG,PF01018.17,1.8e-62
60,Campbell_et_al,b99a57b272a7ecc8850f375299946c86002d9976232aded4b3fa6049,6922,SecG,PF03840.9,2.8e-21
61,Campbell_et_al,16780080b562c2b4dbbf080b0c5321ab11447f956f1a3383a1c1bf1c,1933,Competence,PF03772.11,2.1e-50
62,Campbell_et_al,8ed3fac4fa4709725dea14d08a4980f4c3de976dea85dc72661d7b00,1931,Ribosomal_S20p,PF01649.13,5.2e-29
63,Campbell_et_al,9ca95a7f250cb56efd6d35d11c424c06b411c93b52eebe4aef17fec0,4487,SecY,PF00344.15,7.8e-115
64,Campbell_et_al,32ed3c630f7874526d39039b7e74a8e6608e95a11b48637566df5ace,1728,RimM,PF01782.13,7.4e-24
65,Campbell_et_al,e600454888289dbf755dfd08b8f115795678c2d7ff65905d64e3f4f0,3516,YchF-GTPase_C,PF06071.8,7.2e-43
66,Campbell_et_al,617f628fafcbb3cca722b863aa12440dc412f0575a19cfa7b71cc6dd,4504,Ribosomal_L2,PF00181.18,5.9e-36
67,Campbell_et_al,3a87785699e3952bdad3e09de14822cc1ab68108d4a5e9cdf45d0735,1727,tRNA_m1G_MT,PF01746.16,1.8e-58
68,Campbell_et_al,fe272fe7b68a158d0589d6971184b1047a879e3e6a82b94a1f7fc9cb,1730,Ribosomal_S16,PF00886.14,2.7e-23
69,Campbell_et_al,68e530bfd0bb64c643e32e528ef12a8eef2cb438cd440ffc8b708ea7,4490,Ribosomal_S5_C,PF03719.10,4.3e-31
70,Campbell_et_al,3c7a212ec0daf528f3e72e5daed469ef989f57c40c9fa4decdd76f38,5666,DNA_pol3_beta,PF00712.14,1.7e-44
71,Campbell_et_al,3501001a18c454d9ec113c07c278cb70105ead79baa7fb8ce183f267,42,UvrB,PF12344.3,3.4e-23
72,Campbell_et_al,ab6999f2d8adace41700bf284a292e0e4214c3e6bc2b084f6094ac1d,213,Peptidase_A8,PF01252.13,3.0e-40
73,Campbell_et_al,9eb30ce9f9863519d1a4b1ea0194cdd6ecc2f4c90f432a15df63633a,6730,RuvB_C,PF05491.8,1.2e-31
74,Campbell_et_al,0a4c80ccb87128b8344e82549ae9b50394b81a0159d40df796cde22a,1584,SecE,PF00584.15,6.0e-22
75,Campbell_et_al,95d659af692c2931c227a54b0434af8263ff04f7142bf1817b224287,1582,Ribosomal_L11_N,PF03946.9,1.9e-32
76,Campbell_et_al,fe6febe78d21d6d44ec42642b12d9201357544dc5fbc6a1f119a7357,387,Cytidylate_kin,PF02224.13,6.0e-57
77,Campbell_et_al,a803bf826aae806e7adcd9d6488384a14a0c20f90819044e1d44af23,6369,FAD_syn,PF06574.7,2.1e-55
78,Campbell_et_al,48776f6a4d34c2d69eb5c3115da49b1c3e041c14b02392e848395a3e,22,tRNA-synt_2d,PF01409.15,3.7e-99
79,Campbell_et_al,0d7b440feee2ca25f901381834405d78fcd78f10aba9e8a0ab04f5dc,1858,Toprim_N,PF08275.6,2.2e-36
80,Campbell_et_al,8e0bc00e6c8b2a7dcfcb03b0a1bc15fa35974aab92362d6ac73ec238,4634,RNA_pol_Rpb2_3,PF04565.11,3.9e-30
81,Campbell_et_al,493639789f9f880cf79661c42e2830e251d74c2aa07da87e6c9260cb,6370,Ribosomal_S15,PF00312.17,1.9e-29
82,Campbell_et_al,b960fc0c9d0b958d15218cf45b18536cc152a7189aaeb1bb2e342db6,1582,Ribosomal_L11,PF00298.14,6.0e-33
83,Campbell_et_al,f8567b47d57cac0a60532bc15f99138de1d6a83d1ba6e75530d282b1,4500,Ribosomal_L16,PF00252.13,1.8e-52
84,Campbell_et_al,e1a0741e9b4edfeaca98d91adf6d601b1cf4aa7a1d99278efa7c2cf2,1526,DNA_pol3_beta_2,PF02767.11,6.5e-15
85,Campbell_et_al,803bfedd7a67c8c4186bf27e5b64427eeab7505dcecdd466cb6eab9c,6891,S-AdoMet_synt_C,PF02773.11,4.0e-68
86,Campbell_et_al,b5e8a157dd4085de41906b8d6341238d6ad187bc3258d6006ec740f2,6914,UvrC_HhH_N,PF08459.6,1.8e-57
87,Campbell_et_al,3955c5001a164df17c574e93ce7df3719481ccb6d1ccd1eb79ab6cfb,3317,Ribosomal_L32p,PF01783.18,1.5e-15
88,Campbell_et_al,69a7648c712d7db824af282d1bbe9c3391f95ad0694a6320c02b3514,4633,RNA_pol_Rpb1_1,PF04997.7,1.4e-93
89,Campbell_et_al,95d8e1c13738fc58bd4e1227b998f465edbf069dd5a86d1927dfd2fc,1743,dsrm,PF00035.20,1.3e-15
90,Campbell_et_al,11ab488cbd3492b272736cf5ccf3487381f8b3391a2395cec52d495e,3831,tRNA-synt_1d,PF00750.14,6.3e-108
91,Campbell_et_al,5e482b27e46c83e653ecc4763ff7810771b56a412d42463c621afe78,5497,Ribosomal_L9_N,PF01281.14,3.7e-23
92,Campbell_et_al,d413456482d601b3bbdee66a07b85a11dee287c2597dee5c2da75a79,4633,RNA_pol_Rpb1_4,PF05000.12,8.1e-10
93,Campbell_et_al,a6f62ffa56c210531abb578fd157f9da54586ccd910e6931bea9e6c7,4382,THF_DHG_CYH,PF00763.18,5.4e-40
94,Campbell_et_al,97e415515f0b6518b2c122e47da10a770d1098198eabad5aa65b75c4,1984,Trigger_C,PF05698.9,2.2e-41
95,Campbell_et_al,e2f71ff3a3d7896cd202977c0713208dae837245d14c534b469298f3,1981,zf-C4_ClpX,PF06689.8,7.4e-24
96,Campbell_et_al,8676c76f89d1d55952db1eee0bf5336a1de311a365c02c8ed5f4743c,5666,DNA_pol3_beta_2,PF02767.11,2.6e-35
97,Campbell_et_al,02a2436cfa0e78928b30ee8e72d57bcf83e83b5a78915650b5a139b7,4490,Ribosomal_S5,PF00333.15,1.2e-31
98,Campbell_et_al,ad0799acd4ba2e9a8750575b22a4a80f9f3bb22a7e6d94d251b7bea2,4463,Ribosomal_L13,PF00572.13,1.5e-53
99,Campbell_et_al,197d3cc214f92cffa4f0792368aedf392affb348ef3314f1e926a03d,394,CTP_synth_N,PF06418.9,3.9e-125
100,Campbell_et_al,98f4041dde25a6a92a23ab433df9c98b9e979f56e3d804d5d3cff279,4634,RNA_pol_Rpb2_45,PF10385.4,8.8e-29
101,Campbell_et_al,fb142ddb1348a82cc03e2ae370e0bc280cedb7948e2afd33b57cd42d,1984,Trigger_N,PF05697.8,1.3e-42
102,Campbell_et_al,70880d488e74ab2c43fc1fbd6fad0e15be71ff47ff9748feece4cb1c,4493,Ribosomal_S8,PF00410.14,1.2e-48
103,Campbell_et_al,0a1329fdaaa96d2dc2299c2f2999fabd2eb643b7633009aed80b60f2,1938,Oligomerisation,PF02410.10,1.5e-29
104,Campbell_et_al,942c1a58ae406376fda39bf05bda9c15e1fc99f8396072de834d9ea7,4497,Ribosomal_L14,PF00238.14,9.2e-53
105,Campbell_et_al,57a843b8ff51ccdecff9c1befb379a2e9682c309e87e021e65b7f71a,4506,Ribosomal_L4,PF00573.17,8.1e-66
106,Campbell_et_al,eaa2a9379552abd08df666031bebfbe72ebfa3a87b4de15e9400ae04,4505,Ribosomal_L23,PF00276.15,5.9e-26
107,Campbell_et_al,8f01454caf9ca2a05e60c329a3506bf22b2f089140bcbabaf3b6dd97,3390,Pept_tRNA_hydro,PF01195.14,4.7e-68
108,Campbell_et_al,b8335831c1abd1500a70ed7d423664bc6f56a2e4bc5042682abf3c83,5060,Methyltransf_5,PF01795.14,7.4e-102
109,Campbell_et_al,fa4425fe319230f50800092c7b8adb5b8a878c11b006219ecf442dc6,3831,Arg_tRNA_synt_N,PF03485.11,5.3e-26
110,Campbell_et_al,f1f00907e158cf856c974ba266fa5af7e0d66c69af0a0b0ce56e3a1f,4428,GMP_synt_C,PF00958.17,1.0e-38
111,Campbell_et_al,7852a1839cc912ffa64ce6378c0ed456db7593732dc5231a14b3a113,4507,Ribosomal_L3,PF00297.17,2.6e-46
112,Campbell_et_al,b5d55252cbb3ebe4d06c482f60b435418339d4469fe2ed4bf2b42d18,4498,Ribosomal_S17,PF00366.15,1.1e-29
113,Campbell_et_al,7aec18f5dbf73efe8f0bb1c9daaed0663f93f029669870f737fc49d0,1964,Ribosomal_L21p,PF00829.16,2.0e-33
114,Campbell_et_al,79710802d281a2b122018dd788c43c2d40371b3d3feacec0e371c79f,1963,Ribosomal_L27,PF01016.14,5.7e-38
115,Campbell_et_al,4d231726920c1fdf77f773832577d77b4b74c0ee6d6799d076a1a6ae,1699,Ribosomal_S2,PF00318.15,9.5e-86
116,Campbell_et_al,3c09dd52e39110e1125fcf4f51ac347041f6154142aabca5f829363c,6360,IF-2,PF11987.3,2.4e-36
117,Campbell_et_al,7f80ba905b9aabc1fc4c87ab18261308052e423bde1523c7976fcdbc,5662,Ribonuclease_P,PF00825.13,1.1e-26
118,Campbell_et_al,a4cb9bb7ef8f1695d5069316478d6c87e558f8db978c1c6ee1d2ee21,6371,PNPase,PF03726.9,9.8e-25
119,Campbell_et_al,50557bab4dbfd9ac6a685c5dfe21800fb208ea1f257b4df1508ef35a,3512,YchF-GTPase_C,PF06071.8,1.1e-42
120,Campbell_et_al,f292bdea12ee4129ff8d83ec5defe792badbcc59c7b3ad816dfff11a,4633,RNA_pol_Rpb1_2,PF00623.15,7.7e-54
121,Campbell_et_al,235ae98bd968a3eb87e38e416b8b7b526eb9db76619054c2246cd4d6,4451,UPF0079,PF02367.12,1.4e-33
122,Campbell_et_al,cadcbd91dd6b977b6cf1368d4818a30566aaef8b6f93912e7941067e,3413,TRCF,PF03461.10,2.1e-27
123,Campbell_et_al,e547b7a63ece2399c3b67f4ee3b209a8edbd44526727c79d8c7f1cfd,5666,DNA_pol3_beta_3,PF02768.10,8.8e-35
124,Campbell_et_al,37f78b4b2661534c13546f583d38a81437a818e6e69bfe0debef0fe3,6496,IPPT,PF01715.12,1.2e-86
125,Campbell_et_al,b3d583332cf2eef29bcde440d4830cd47e0c166e769d95ae06c30bcb,4482,Ribosomal_S13,PF00416.17,8.4e-41
126,Campbell_et_al,ed278a9cef3a1dd3c877b094e60976aaf1bffec49e806619d094fd63,26,IF3_C,PF00707.17,1.5e-33
127,Campbell_et_al,21578e4aaa9b96347abd9bc809e4c56404f9387443b7f800663015ca,1744,Ribosomal_L32p,PF01783.18,4.3e-28
128,Campbell_et_al,16a988fdc4ed8358714b615338bdeb072c7ad7c9c8b703e2bb16c76e,6891,S-AdoMet_synt_M,PF02772.11,1.5e-47
129,Campbell_et_al,2734a8b5e47218fa45e5b6b2f27cdeceea07f81d4a51aa4d028098e0,1579,Ribosomal_L10,PF00466.15,1.6e-28
130,Campbell_et_al,9946d56e8aa081e73241067c61e66b9636d2c8819504bd039211c5fc,4499,Ribosomal_L29,PF00831.18,3.3e-27
131,Campbell_et_al,e02aaaf625c87509f10e3fc2a01bf02a19371f4f474999f2abd0f91d,6729,RuvA_N,PF01330.16,3.0e-21
132,Campbell_et_al,007ea3975a4f7996c5d368a23872b50ee42bee78d1f3d2ae364a1ce2,4477,PseudoU_synth_1,PF01416.15,1.3e-32
133,Campbell_et_al,4405a91d50c1ad7490b89d79d3573d76df8909d718d212d2aedcffe1,1698,EF_TS,PF00889.14,1.4e-66
134,Campbell_et_al,73257ebe7ae0ddedb080f9b995e0ed2ba65ed597f0c1cdad19c81ed9,6362,RBFA,PF02033.13,4.2e-28
135,Campbell_et_al,13d82ecbade70b19399276f0074b79a636aabf53fa359a732e475ae4,4226,GrpE,PF01025.14,2.5e-40
136,Campbell_et_al,4ddedaa6228dda64a2aa45256c59b8779b33668b08cb9bcd4323375e,5497,Ribosomal_L9_C,PF03948.9,1.3e-27
137,Campbell_et_al,cef9a32a54eb3e8b4ce1d6efed2c3003b994e3a1e42b4bd921f8a4a3,4462,Ribosomal_S9,PF00380.14,5.0e-46
138,Campbell_et_al,5315411eee2170991a5686fe7b6fe58a06828cbf31a62e41b90f0273,6814,GAD,PF02938.9,5.8e-24
139,Campbell_et_al,d78beac04684b94933d740a95c250210b563f65c0e5054cf50d85131,1432,MurB_C,PF02873.11,1.1e-28
140,Campbell_et_al,5406971d0f27c824c6351f37637daf3a3ee27de9eb40f3ae9bdb21c7,1748,Cons_hypoth95,PF03602.10,2.4e-55
141,Campbell_et_al,5969873b7dadd0a960c82bfb0cf134839a70575953e984e401e04e6f,6486,RecA,PF00154.16,8.00000000000001e-174
142,Campbell_et_al,c3b8421000e993036ad80d623deab3e91eaf09ec3544cca952989fc1,5223,PGK,PF00162.14,2.0e-22
143,Campbell_et_al,048f2bb3a2d4be80395ca0db3c38a50566a4dd4cf706b4c7b8a4e71d,1965,IF2_N,PF04760.10,2.5e-12
144,Campbell_et_al,179c811e2ebc6df1b9d505d97aa693c1bff2df0da40eded06c50263f,4633,RNA_pol_Rpb1_5,PF04998.12,1.5e-73
145,Campbell_et_al,3e73e648cb7f40b4d748f7d26b477d9dde979e47d3c8e3ea7447abde,6367,TruB_N,PF01509.13,2.4e-52
146,Campbell_et_al,12f6b22fb0f77623ec021d5e34350f8ff7acbdc07ea5bfccb136c556,5500,Ribosomal_S6,PF01250.12,1.0e-30
147,Campbell_et_al,392c302d0c68eecf4ec06b30cf248127f4f946616929b2bd6c5cdaa5,1732,SRP_SPB,PF02978.14,1.5e-34
148,Campbell_et_al,450dd0be89b645b659e5005e7d80f1588a0b6b98417995df6d8e24c4,3431,Enolase_C,PF00113.17,2.6e-129
149,Campbell_et_al,823ac13f9b9b6d5996feec4feb22a4b4d367261cfbf0863697b6b205,3431,Enolase_N,PF03952.11,2.5e-58
150,Rinke_et_al,317e9c68984f3dc666b6562a08f8d1d8d6c79aa00d6d507f56dc47ca,4454,YjeF_N,PF03853.12,5.2e-38
151,Rinke_et_al,948d806257a344b87ee347c5d6285cdd565411bfe462c3f397c1d85a,4634,RNA_pol_Rpb2_2,PF04561.11,9.0e-28
152,Rinke_et_al,c67d0456db2e6ff86118909affac02096d4e942d4b38675675743d70,4591,EFG_IV,PF03764.15,6.1e-47
153,Rinke_et_al,cf74064d3293f309085feb45f71ddccb0b822804d5d2e734fcdf64d3,5204,EFG_C,PF00679.21,1.2e-17
154,Rinke_et_al,b37818985306a348668e4d06bca78b7650e5f1232040e61c01edac61,4492,Ribosomal_L6,PF00347.20,5.6e-43
155,Rinke_et_al,1a808511b004a069a68762266d696e8c09befe7f2cfa044f571573d3,21,B5,PF03484.12,3.8e-16
156,Rinke_et_al,ad0799acd4ba2e9a8750575b22a4a80f9f3bb22a7e6d94d251b7bea2,4463,Ribosomal_L13,PF00572.15,1.3e-54
157,Rinke_et_al,d2b28abb79258bedeead84ec879da3910be04e93fb40a23484d2ea36,1715,RNase_HII,PF01351.15,7.4e-42
158,Rinke_et_al,6be014941dbfaf17bcb6541bb5c304f01d9ccde4e6a8b870731332b4,4776,DNA_binding_1,PF01035.17,3.8e-19
159,Rinke_et_al,eb3ea17134219e048c8153a6d31d1750b270e32b78859dba6fc458b7,5228,DNA_binding_1,PF01035.17,2.6e-31
160,Rinke_et_al,97f588cacb57b13f5ce1f0789f374398246f8fd153d98be07e29cbe6,348,DHO_dh,PF01180.18,5.5e-95
161,Rinke_et_al,8e0bc00e6c8b2a7dcfcb03b0a1bc15fa35974aab92362d6ac73ec238,4634,RNA_pol_Rpb2_3,PF04565.13,9.0e-31
162,Rinke_et_al,f96239aa608f352052c260fcd0fa480c45ba369c0e3777948e9c5a63,3010,DNA_binding_1,PF01035.17,8.7e-30
163,Rinke_et_al,197d3cc214f92cffa4f0792368aedf392affb348ef3314f1e926a03d,394,CTP_synth_N,PF06418.11,1.4e-121
164,Rinke_et_al,5914d40a7dff0557e109bdae7b42579f2b7d7c23f662588b1730bbd9,6492,UPF0004,PF00919.17,2.1e-29
165,Rinke_et_al,17aeda33d4e564a7f1fd523014f228c30430ede9fd288f8d766e933b,4634,RNA_pol_Rpb2_6,PF00562.25,7.2e-161
166,Rinke_et_al,8c8e73f1057bebf481386875714bede70769238b22338fa3358ac11b,6889,RNA_pol_Rpb6,PF01192.19,7.5e-16
167,Rinke_et_al,b5d55252cbb3ebe4d06c482f60b435418339d4469fe2ed4bf2b42d18,4498,Ribosomal_S17,PF00366.17,1.6e-31
168,Rinke_et_al,42ec01feec6bc7b006cf44771b1ba7b3d5cc869c4573c1e5e7b0a6e3,4865,PTH2,PF01981.13,3.3e-12
169,Rinke_et_al,82cee70be238d5a57e725ab204e28ecd14891f9cff15e757e0fddca7,306,GCD14,PF08704.7,2.5e-24
170,Rinke_et_al,942c1a58ae406376fda39bf05bda9c15e1fc99f8396072de834d9ea7,4497,Ribosomal_L14,PF00238.16,5.7e-55
171,Rinke_et_al,d63d1f76a220715081827b3f5ca5cb1b201ece98db23b3a20a0ebe2f,6033,tRNA-synt_1c,PF00749.18,7.3e-56
172,Rinke_et_al,4ec379148c7697c08a3ea95d4d4b0479d5747e9c0c79c3c8ec2de87a,3312,Ribosomal_S14,PF00253.18,8.8e-27
173,Rinke_et_al,5315411eee2170991a5686fe7b6fe58a06828cbf31a62e41b90f0273,6814,GAD,PF02938.11,1.2e-17
174,Rinke_et_al,c17749fa384d29f23ea7c47cd31a7e51244b46f14e6889ddcde55503,4479,RNA_pol_A_bac,PF01000.23,2.4e-27
175,Rinke_et_al,cdcf7b65549f6a7b0a3b74036f39fc3c66be66b5f5ce996bf013d7f4,4726,AdoHcyase,PF05221.14,1.9e-148
176,Rinke_et_al,4a7568a1c547be6ef475d4fbacaa695378951896f7468346da176d2e,4495,Ribosomal_L5,PF00281.16,2.1e-27
177,Rinke_et_al,bfaa7f0faeec0ccb81e17b408691f3a4798013c1665cf142fb150e96,4633,RNA_pol_Rpb1_3,PF04983.15,2.5e-29
178,Rinke_et_al,cc16a0263eb79911ee13cb55194c530023a650760c10a458b915d265,6724,SNO,PF01174.16,1.5e-60
179,Rinke_et_al,9734a6b5e9a5909048803d63187235f7594c38c41f1491f3d2e07cc6,1772,tRNA-synt_1c,PF00749.18,1.0e-79
180,Rinke_et_al,4c9c044f1a6603d23e2007f9f79b4330da5894e790b451cbfddc4270,4634,RNA_pol_Rpb2_7,PF04560.17,3.0e-29
181,Rinke_et_al,8cb9bfdd68b6e7aa69f6558d8fa5eb51ae30390a191859f48c5890f2,1302,RtcB,PF01139.14,3.1e-118
182,Rinke_et_al,d413456482d601b3bbdee66a07b85a11dee287c2597dee5c2da75a79,4633,RNA_pol_Rpb1_4,PF05000.14,9.5e-10
183,Rinke_et_al,14ff9d7fba9fde8150cef784c74d5d871ab3a701faf9425518a3f335,53,LigT_PEase,PF02834.13,5.9e-08
184,Rinke_et_al,2734a8b5e47218fa45e5b6b2f27cdeceea07f81d4a51aa4d028098e0,1579,Ribosomal_L10,PF00466.17,2.0e-28
