entry_id,source,gene_unique_identifier,gene_callers_id,gene_name,gene_hmm_id,e_value
25,Rinke_et_al,a2a7ed7d16bd403b5d844c07c31e287ead553806f8bc63b9cef86a53,1939,SNO,PF01174.16,6.2e-09
26,Rinke_et_al,93b23d2b7c71a63d27beb7c192bb6b0da715f0dd2440a5504e8f9991,206,Enolase_C,PF00113.19,2.2e-134
27,Rinke_et_al,b5723ad4f581f8ce17b94f8feb2b79dea80c94d6b018f9cf3fa7a0c7,2383,RNA_pol_Rpb1_3,PF04983.15,3.8e-27
28,Rinke_et_al,5ae28efff72b80dbbcc1102fbaf48ce58d55fdab4be3e7f4a9534b32,3222,tRNA-synt_1c,PF00749.18,1.8e-94
29,Rinke_et_al,7e0a33ddff37785e827d47a926adff3a238d232b22ee2aabb24d4ac5,2534,Ribosomal_S8,PF00410.16,1.1e-53
30,Rinke_et_al,b805e2d4d929a2a188871b21a554c6e01f2176d1b29354562f8f3a87,2556,EFG_C,PF00679.21,1.3e-32
31,Rinke_et_al,4634d97de7dff820a5f58df330e8fbf99838ea1def543cd72b9ab381,2268,PGK,PF00162.16,6.9e-161
32,Rinke_et_al,518ded0ebfc6db54336e1b1775254b23a38c1324f1be85d3ed798d54,2544,Ribosomal_S19,PF00203.18,3.8e-38
33,Rinke_et_al,f06bb69a02baf96cc1b6c2b9d5c861f3d6133691c53d15262e72d584,3594,UPF0004,PF00919.17,1.4e-32
34,Rinke_et_al,5adf4cffa976aeb645f573a94a08542665539c04f47e0e47577584fa,2979,DNA_binding_1,PF01035.17,5.5e-25
35,Rinke_et_al,640c07129f865e87f291dab7d2681d939bae3c52dc7d42f65700c323,1481,LigT_PEase,PF02834.13,8.3e-08
36,Rinke_et_al,22f507568b615f9a6d9c898213dc4a16b7cd0b526c098e74b4ec12e3,2388,Ribosomal_L11_N,PF03946.11,4.6e-30
37,Rinke_et_al,828d9b398b4362b5b1e473072f686b7ca99f8dc8666340df49930c0b,2384,RNA_pol_Rpb2_6,PF00562.25,3.5e-159
38,Rinke_et_al,7c7c565b2451d0222791c2030a4a97f31352932ccb586be1cba1f725,2383,RNA_pol_Rpb1_4,PF05000.14,5.7e-18
39,Rinke_et_al,69cd70a4c04e2758c9b7aede242ac7641bcb6b2bd0b16fac215f0ac8,2523,Ribosomal_S11,PF00411.16,4.2e-45
40,Rinke_et_al,fc1600896488e06929d12b43cc7ed1e7d7967efd227b9e13017ae007,2539,Ribosomal_S17,PF00366.17,2.0e-34
41,Rinke_et_al,4dacf62e807f654f91b7c40df8626dbf94c0d72ac3cd3595a8327319,2545,Ribosomal_L2_C,PF03947.15,8.8e-57
42,Rinke_et_al,e1e1d1d3b3c53c6d7396963e2b2d7d715a1a756acf50d6f48972cbb9,2558,Ribosom_S12_S23,PF00164.22,2.2e-46
43,Rinke_et_al,209dfc7a3ac230d3c51c59b9e0232b8d0b92f2785279f87cd7a3498e,489,Adenylsucc_synt,PF00709.18,1.2e-165
44,Rinke_et_al,cc01c76afd8d74a956866f22ddbd5dce3683c09afda85e1eaac1f9cb,3925,AdoHcyase_NAD,PF00670.18,3.9e-81
45,Rinke_et_al,ae7752e66b88a61bb85eeb1ff4aa47afea297d61f7ccb983ac3e6d43,2532,Ribosomal_L18p,PF00861.19,4.1e-45
46,Rinke_et_al,a077b83221102a8904ac38c88de71de88438627967f6ae5f094af976,2388,Ribosomal_L11,PF00298.16,8.3e-24
47,Rinke_et_al,c5c471374b1a2ffef130f9e8eb6a9aca4c21f38995e9ec5289790222,3997,DFP,PF04127.12,2.1e-72
48,Rinke_et_al,b2fd5a5dec94d0accff0b36d9caa201456dca55b9b2c664b61726058,91,UPF0004,PF00919.17,1.8e-28
49,Rinke_et_al,80442c6f79306ca32a077431ea0bb55b6961952779481e10f594764e,2536,Ribosomal_L5_C,PF00673.18,4.2e-41
50,Rinke_et_al,d4015608f49bab9832fb0974f6c52cb78a0c86f5c053efff37b94bac,1204,EFG_C,PF00679.21,5.2e-22
51,Rinke_et_al,69caa5a20a2b41bf064c0830988f3fb5f54f0c9f83023ac7d74fe051,2386,Ribosomal_L10,PF00466.17,6.2e-22
52,Rinke_et_al,8821a6c89cf8acc9eb934effa944417db93c8a1ea62cc5492b555d8f,3234,RNase_HII,PF01351.15,4.6e-38
53,Rinke_et_al,2a40b13df3b217d83aaab5c5442f45c4c1c7d5c0984202145391592d,3218,SRP_SPB,PF02978.16,2.2e-37
54,Rinke_et_al,f14946f526275199ca6e824dd48cbe1bcf84816d87a3d016753a6006,2387,Ribosomal_L1,PF00687.18,1.7e-52
55,Rinke_et_al,4e439e302f6145670ce664f89aa26141e47a9e44c7053df5f33beac8,1269,Mob_synth_C,PF06463.10,5.2e-32
56,Rinke_et_al,7a748bc9d0fabcf7f41f95cd033e7591472c0bda519db3e1d89a107a,45,ATP-synt_C,PF00137.18,4.5e-17
57,Rinke_et_al,0ac172f7d9145780a3b085ffaf4029c49951d529676e950a0d830c70,118,EF1_GNE,PF00736.16,1.2e-07
58,Rinke_et_al,f2bc8acf62808a0e5959c9e6b07f7d81d5b76cfa1bfb1ca33dd3a675,2990,tRNA-synt_1c,PF00749.18,7.1e-109
59,Rinke_et_al,f38c45564875442f403711473373b5aee55a1542e4e36900201aa303,1302,tRNA-synt_1d,PF00750.16,6.3e-47
60,Rinke_et_al,139bfba6c32affb76a1e77044155d9d7c0b136af278d13badfc3f6a8,2531,Ribosomal_S5_C,PF03719.12,2.4e-31
61,Rinke_et_al,f42fc61a6b8ffcce56df652823a50cfca89d799b08ed8b03aa2f91bf,2533,Ribosomal_L6,PF00347.20,5.7e-39
62,Rinke_et_al,74da15750ee6b651958752f3378b4e63c50c35d9221c6039db365fa5,2384,RNA_pol_Rpb2_2,PF04561.11,7.9e-34
63,Rinke_et_al,d712290116c2cc6b4d0c171e2baa2c90722f0463319f69fb22dc1a61,3536,Ribosomal_S9,PF00380.16,7.8e-47
64,Rinke_et_al,20213232330dd060f9401dceed56b547bba41b54e8d2fa1c4cc5d4b7,3803,EFG_C,PF00679.21,1.4e-21
65,Rinke_et_al,16115d91973dc7b2c20274282613425c23a94132b76ab1eeccf6ee94,2540,Ribosomal_L29,PF00831.20,3.2e-20
66,Rinke_et_al,0af224605d42f74e0731a6ff149901229ef5d839292401d2ace8dbff,2548,Ribosomal_L3,PF00297.19,4.2e-17
67,Rinke_et_al,e90bb4362626b5db0aaaea801a14ab3287c23725d869ecd27d207d57,3535,Ribosomal_L13,PF00572.15,4.5e-58
68,Rinke_et_al,76da989409d845f5e097186ed3e4db395cafde0f26590ced364bc5b8,2541,Ribosomal_L16,PF00252.15,7.6e-53
69,Rinke_et_al,dd9fc045b2c3833ec660a36fef966467e56ece213b781bbce895f941,1240,UPF0004,PF00919.17,5.0e-24
70,Rinke_et_al,838194ba989e37ce463da73fce634d650f094ffb683d724f75a23a9d,2524,Ribosomal_S13,PF00416.19,1.5e-33
71,Rinke_et_al,66ed08e78f3aac6345da191788a573a84bcf5580eb6a1d7ff538b214,3349,Rib_5-P_isom_A,PF06026.11,1.4e-53
72,Rinke_et_al,75c57058b2f11f55452bf75a382553f2ca54f9ff739f741a289f19f6,2535,Ribosomal_S14,PF00253.18,8.2e-29
73,Rinke_et_al,33168f2cc8ba38f115a3239b98dc598b8558f1f57e315f7e11dd69f1,1302,DALR_1,PF05746.12,1.6e-33
74,Rinke_et_al,527222af63083ed92814081e5fdec3335b439a09225b9be863c6cd96,2138,DHO_dh,PF01180.18,1.7e-97
75,Rinke_et_al,9effe72d644528f35560a3e27d9f4f32216ea2955ad5d69d45b2b611,2557,Ribosomal_S7,PF00177.18,3.0e-64
76,Rinke_et_al,eb2e3a9d5448ea7bcd089ed2afd3681090efb5bd6a4434206b314dd0,2383,RNA_pol_Rpb1_1,PF04997.9,1.3e-80
77,Rinke_et_al,c2ce09d281debe59a5d8dc45179d4792633723d9006e8fed390aa523,2206,DNA_binding_1,PF01035.17,3.3e-28
78,Rinke_et_al,1659bc63d0272f9a6d9c62ba573cc99c83c0c41c4509494bdd0a5a45,940,DNA_binding_1,PF01035.17,2.4e-31
79,Rinke_et_al,f9f1d2d7b5d581eefa15b4f4c2152fa02b56badfe315ca4c5c925686,3837,YjeF_N,PF03853.12,4.2e-35
80,Rinke_et_al,127c143e1494ef973430d4bdeca073878854b0e84e0b4fc8e9a7e9d6,2667,TruB_N,PF01509.15,4.1e-54
81,Rinke_et_al,a48f172189dcafe962f2106ef6f1db80f5f134655968a753a7830e51,2547,Ribosomal_L4,PF00573.19,2.1e-63
82,Rinke_et_al,f22e2abbd1b2a814275f8abbad9e744f9a1f520f20e7e7b90680b490,1995,CTP_synth_N,PF06418.11,4.0e-126
83,Rinke_et_al,797c1760792a563658fdd45db5a6c0b64cc63fc87689a01cd66f79ca,2990,tRNA-synt_1c_C,PF03950.15,2.5e-54
84,Rinke_et_al,d80b9c99b71f0978f55fc6b1e648eab0b8599f82b455ef9d1915a5cb,2556,EFG_IV,PF03764.15,5.8e-40
85,Rinke_et_al,b909f69f113700e57b9b36f74f2da0d91f115399443a6189fe884231,2528,SecY,PF00344.17,9.1e-115
86,Rinke_et_al,a57daa555eb33637df718f3fb221d031476b3706708805915aa39a73,2194,GMP_synt_C,PF00958.19,2.6e-45
87,Rinke_et_al,3340951504b0622bfc4435e0c0cc940f4f43cc88089ade76c22a512e,3038,SUI1,PF01253.19,2.0e-19
88,Campbell_et_al,c532b089bc2d24f6530b94e2c7ba51420d77d239590a21bdd55e2067,2536,Ribosomal_L5,PF00281.14,8.2e-20
89,Campbell_et_al,d11ed24ef72fad112b419417e4a6b2314fe79d7ed54cf8965b1e20dd,1733,Ribosomal_S15,PF00312.17,1.3e-26
90,Campbell_et_al,1fba41bd73fddd777a18e8edac956d55403bfefd496d2929b6789631,1203,THF_DHG_CYH,PF00763.18,7.1e-42
91,Campbell_et_al,c71ec9bf9c85031bf57cb14099335faaa6e9d72e7c8b89102bab402f,3312,IF2_N,PF04760.10,4.2e-15
92,Campbell_et_al,7c7c565b2451d0222791c2030a4a97f31352932ccb586be1cba1f725,2383,RNA_pol_Rpb1_4,PF05000.12,4.9e-18
93,Campbell_et_al,dddb4de796e395572059f541a9e6f67c30a8d95ca03715bfd5fb594b,554,RecA,PF00154.16,2.1e-12
94,Campbell_et_al,67efbe52c5e5e65c2f4537f87dfbf613d36b0162261db27d2b0e109c,1406,Ribosomal_L20,PF00453.13,1.9e-45
95,Campbell_et_al,ae7752e66b88a61bb85eeb1ff4aa47afea297d61f7ccb983ac3e6d43,2532,Ribosomal_L18p,PF00861.17,2.2e-39
96,Campbell_et_al,216dcf28df1c6b33b51e7a6abf2c6356c91a04bc67f37fc31264c84d,967,RuvB_C,PF05491.8,9.2e-37
97,Campbell_et_al,da3eb82f280f4aa575bfbdbadbce35f1f098e4002704b6065847258d,2378,IPPT,PF01715.12,3.9e-75
98,Campbell_et_al,4a8d17c1bb1fe3afe0340b4812f75574e6446475d2b688ec51be9d15,1965,zf-C4_ClpX,PF06689.8,7.7e-16
99,Campbell_et_al,b397cb2c0735c11c14ac0e76d0ebe0cbde088aaf5d2687b70f679a63,3542,RRF,PF01765.14,7.7e-69
100,Campbell_et_al,4f26e0e4884ddb3a6c535d00f80e223b6302406e3e5815db0286ad25,1950,GrpE,PF01025.14,3.3e-47
101,Campbell_et_al,16115d91973dc7b2c20274282613425c23a94132b76ab1eeccf6ee94,2540,Ribosomal_L29,PF00831.18,2.0e-19
102,Campbell_et_al,0bfa3798fd2c21529d802c491b2204a156a1a7ce5e0dfcc266585ec6,2096,DNA_pol3_beta_3,PF02768.10,1.2e-31
103,Campbell_et_al,0b60bbd7d295971f31852170701ec46261d3e9a8eeb170f7b5532f32,1172,RecR,PF02132.10,6.3e-16
104,Campbell_et_al,69cd70a4c04e2758c9b7aede242ac7641bcb6b2bd0b16fac215f0ac8,2523,Ribosomal_S11,PF00411.14,6.4e-45
105,Campbell_et_al,1a8c7daf7092cd2d6e845d3e2bad051a09dac1d1bbe3f5567384d4ad,2058,YchF-GTPase_C,PF06071.8,4.9e-42
106,Campbell_et_al,ba4bddec0fb71cfb5f0704a91f1c9e16de23d1a4d699751969b6e9f7,2096,DNA_pol3_beta_2,PF02767.11,8.7e-32
107,Campbell_et_al,e1e1d1d3b3c53c6d7396963e2b2d7d715a1a756acf50d6f48972cbb9,2558,Ribosom_S12_S23,PF00164.20,1.3e-58
108,Campbell_et_al,b5723ad4f581f8ce17b94f8feb2b79dea80c94d6b018f9cf3fa7a0c7,2383,RNA_pol_Rpb1_3,PF04983.13,3.2e-27
109,Campbell_et_al,51eda03ced2bc4b3958841ba4f7c8bde0d9cc0555d6732d19aa03d01,2543,Ribosomal_L22,PF00237.14,2.8e-31
110,Campbell_et_al,80442c6f79306ca32a077431ea0bb55b6961952779481e10f594764e,2536,Ribosomal_L5_C,PF00673.16,3.4e-41
111,Campbell_et_al,500e6c818936c6c8536227d6dac84e76e54e15eed866192d9f46c88a,2384,RNA_pol_Rpb2_7,PF04560.15,6.3e-30
112,Campbell_et_al,3c3eb6e75597ad0de36d8ac40d0a2142c64e9e9556436c3186836b77,303,Ribosomal_L9_C,PF03948.9,4.2e-27
113,Campbell_et_al,838194ba989e37ce463da73fce634d650f094ffb683d724f75a23a9d,2524,Ribosomal_S13,PF00416.17,9.6e-38
114,Campbell_et_al,33dc9adcf7ff11a64949fbe976085b2c92e5432771e1add98010b8d5,2384,RNA_pol_Rpb2_3,PF04565.11,6.8e-30
115,Campbell_et_al,5abd906028b9f3e9a5b52899c7c81bb74a6f53df2614389f598cac58,3312,IF-2,PF11987.3,8.4e-39
116,Campbell_et_al,6b28a7efb1cb75b64e2ea37d103a3d49af5d83f2cbfa04e4f0eae7d2,2347,MurB_C,PF02873.11,5.7e-29
117,Campbell_et_al,b1ce878311d6e864f7743b0f8fd4439697a754d567e9ae7c20504a2c,2531,Ribosomal_S5,PF00333.15,1.5e-31
118,Campbell_et_al,096b33fbc41051e9f027dae4544193ea798f095b90c457edcf92f291,1051,Cons_hypoth95,PF03602.10,5.9e-44
119,Campbell_et_al,93b23d2b7c71a63d27beb7c192bb6b0da715f0dd2440a5504e8f9991,206,Enolase_C,PF00113.17,1.3e-132
120,Campbell_et_al,097bac23f878daa050899b81847d71aca7814b652f091d7a0608a0b5,1469,Ribosomal_L27,PF01016.14,1.6e-38
121,Campbell_et_al,c8c2841d6111a24bb4716ea8797a026e1d889864f6c024d3920156d9,2521,RNA_pol_A_bac,PF01000.21,8.3e-19
122,Campbell_et_al,28aeb1e6ebdd226d71588ae0a1d6a193fd7fa10705266a357f92c564,2255,Methyltransf_5,PF01795.14,1.2e-95
123,Campbell_et_al,69caa5a20a2b41bf064c0830988f3fb5f54f0c9f83023ac7d74fe051,2386,Ribosomal_L10,PF00466.15,1.1e-22
124,Campbell_et_al,ecfbdb93b77077f8db3b1410627767818fde02f7f4e1445dd8302f85,3040,S-AdoMet_synt_M,PF02772.11,1.1e-44
125,Campbell_et_al,e535a0b7eaddca4e620992dcd44900cdd5fb25e05394519ca151532d,1404,IF3_N,PF05198.11,1.2e-32
126,Campbell_et_al,828d9b398b4362b5b1e473072f686b7ca99f8dc8666340df49930c0b,2384,RNA_pol_Rpb2_6,PF00562.23,1.4e-156
127,Campbell_et_al,80b22d3de38ce012f0e93364aaa0315c959abf1ca54d1d03f2df6421,3590,RuvA_C,PF07499.8,1.6e-11
128,Campbell_et_al,139bfba6c32affb76a1e77044155d9d7c0b136af278d13badfc3f6a8,2531,Ribosomal_S5_C,PF03719.10,4.0e-31
129,Campbell_et_al,fbcdc7891f9bb5caa4ce3961aff41b637a59d4e4103ad1b3acf4777b,3209,UPF0081,PF03652.10,1.3e-40
130,Campbell_et_al,62fc5051429cf19644a48a5a65c1251534dc3cd678ca6dd94709b824,2390,SecE,PF00584.15,2.4e-19
131,Campbell_et_al,158888aef4eb7615a3a837feb9ec7082b5f76a05837d04899f783e08,870,TIM,PF00121.13,6.6e-93
132,Campbell_et_al,cd301728f49c7b7888c427dbeb5119d49ae6ac8c8e9a177a3d02f808,2555,Ribosomal_S10,PF00338.17,1.1e-39
133,Campbell_et_al,8a9fca25a6f361a7efe7136e5710002802f5ce0560e66337d560c3c1,2018,GidB,PF02527.10,9.7e-39
134,Campbell_et_al,2af3debc43d836af5a015273475fcb48653c818a6cf3b4c4135c0590,1598,Competence,PF03772.11,3.9e-61
135,Campbell_et_al,3d6bbbfccaf8678aaca67afe2abf810e3f93619ade70a98e5a5f747d,1470,Ribosomal_L21p,PF00829.16,1.8e-34
136,Campbell_et_al,27dfe8549687f9673c078b610be6e894902a1be74bf6051b204315cf,3161,TRCF,PF03461.10,6.3e-26
137,Campbell_et_al,908672855bfd05e7a731150f883f212c9ca63cc6ad9b295cb7e18055,2089,FDX-ACB,PF03147.9,6.2e-32
138,Campbell_et_al,6d074ee76cbb4f54602e1794d23ac1f5ed750fa9767a571fd6ef019e,2776,Toprim_N,PF08275.6,1.7e-42
139,Campbell_et_al,47ae8e9ccdd642b53ba8ac2565f296a5891a22c8c65827a8492c871c,3139,Ribosomal_S16,PF00886.14,3.4e-25
140,Campbell_et_al,eb2e3a9d5448ea7bcd089ed2afd3681090efb5bd6a4434206b314dd0,2383,RNA_pol_Rpb1_1,PF04997.7,2.5e-88
141,Campbell_et_al,fc5886c380da741e044e2ee5c23c028d8e0eecdb7d7ffd6430bc7797,3255,Ribosomal_L32p,PF01783.18,2.5e-21
142,Campbell_et_al,74da15750ee6b651958752f3378b4e63c50c35d9221c6039db365fa5,2384,RNA_pol_Rpb2_2,PF04561.9,6.8e-34
143,Campbell_et_al,90c7d8ca7cd04922adaf5f1bf640369dc6877d781077bffeed6e9ebb,2802,tRNA-synt_2d,PF01409.15,3.0e-100
144,Campbell_et_al,22f507568b615f9a6d9c898213dc4a16b7cd0b526c098e74b4ec12e3,2388,Ribosomal_L11_N,PF03946.9,2.8e-31
145,Campbell_et_al,9c145084dd74a190c8368a185911155a681af1dcc97d11e47379e3c3,206,Enolase_N,PF03952.11,8.8e-64
146,Campbell_et_al,c48de4b615da5726018e60326f8afccb03a09684e6a5526a67794e1b,2538,Ribosomal_L14,PF00238.14,2.1e-56
147,Campbell_et_al,a51fb3e369e1fba0b622fd49aedcba11cfbf4c1fa022ac76c3cf5f95,3824,Peptidase_A8,PF01252.13,3.3e-40
148,Campbell_et_al,2cf6e6f652082340485367ca287e6dbe2c9fb9fcead9990ff60388cf,3590,RuvA_N,PF01330.16,1.2e-23
149,Campbell_et_al,2e0517570daede06a1162171389acb2a4add4a3047e4dbcdaa13837b,2150,Val_tRNA-synt_C,PF10458.4,1.4e-12
150,Campbell_et_al,9f462cc7be1cad74e6a941cf82a33d9c984f173fc108798cd75ceb1a,2048,CoaE,PF01121.15,6.0e-48
151,Campbell_et_al,fc1600896488e06929d12b43cc7ed1e7d7967efd227b9e13017ae007,2539,Ribosomal_S17,PF00366.15,4.9e-31
152,Campbell_et_al,2a40b13df3b217d83aaab5c5442f45c4c1c7d5c0984202145391592d,3218,SRP_SPB,PF02978.14,3.2e-39
153,Campbell_et_al,9408b5515bed7533ee1956ed259ff3f8fc58a983baf7ee12e4e38a68,2546,Ribosomal_L23,PF00276.15,3.0e-27
154,Campbell_et_al,50b1da34930c08a323e23ea4076d618a131607b1667e4b832518ed62,95,Ribosomal_L28,PF00830.14,1.0e-28
155,Campbell_et_al,7e0928e878546a9ba04e33160c88a3f7cbcc4d97fd02cfbf69292a0e,2313,GTP1_OBG,PF01018.17,7.6e-49
156,Campbell_et_al,7f9c2b065eda92eff555b07e5618d4399aabdd91a65e2de086a089f0,3537,Ribosomal_S2,PF00318.15,8.0e-83
157,Campbell_et_al,e90bb4362626b5db0aaaea801a14ab3287c23725d869ecd27d207d57,3535,Ribosomal_L13,PF00572.13,8.0e-55
158,Campbell_et_al,820cb92a39a1d4f09751ae7088e3ea43bc877221b46a6d1b721f5e8c,304,Ribosomal_S18,PF01084.15,1.7e-26
159,Campbell_et_al,4dacf62e807f654f91b7c40df8626dbf94c0d72ac3cd3595a8327319,2545,Ribosomal_L2_C,PF03947.13,3.3e-56
160,Campbell_et_al,ee0a86f45aa46d578ce52dbbadd177b11937e98961010a6147eadd04,1967,Trigger_N,PF05697.8,1.5e-36
161,Campbell_et_al,f9fe40012addac96b9bb130a2ad5ed21cfdd78c5c235e7e032544bd2,2522,Ribosomal_S4,PF00163.14,4.8e-21
162,Campbell_et_al,496f9f32942dc2b6042bdf4ba5ee4ed663f678e5c95c839dbf798e28,3311,NusA_N,PF08529.6,1.6e-36
163,Campbell_et_al,0af224605d42f74e0731a6ff149901229ef5d839292401d2ace8dbff,2548,Ribosomal_L3,PF00297.17,3.5e-42
164,Campbell_et_al,bbd12979c00e18f5c905211973da7514a6b329091376f71fd9cbf266,3506,RBFA,PF02033.13,1.1e-25
165,Campbell_et_al,41b291dd6d73de2433c6e7f4b84c88108ad6dbe2bae663015fd3c486,2521,RNA_pol_A_CTD,PF03118.10,3.2e-24
166,Campbell_et_al,91599ac54e998dcbc0146803a3a38222d5db6c029c7753e6e735af21,2736,PseudoU_synth_1,PF01416.15,8.2e-28
167,Campbell_et_al,ad5194b0eb60f06e8bab5443cba2c37b2644de0e273f8ee2ba98a4d1,2545,Ribosomal_L2,PF00181.18,1.6e-34
168,Campbell_et_al,f22e2abbd1b2a814275f8abbad9e744f9a1f520f20e7e7b90680b490,1995,CTP_synth_N,PF06418.9,4.3e-132
169,Campbell_et_al,9effe72d644528f35560a3e27d9f4f32216ea2955ad5d69d45b2b611,2557,Ribosomal_S7,PF00177.16,5.1e-61
170,Campbell_et_al,d92979aaccea097ab30ace81cc133707eb6936ffff5d4c1c0b6ad415,3125,Ribosomal_L19,PF01245.15,5.2e-46
171,Campbell_et_al,d5f801f195dd0ceaf2270ddd4909efd9d9f3bd9837f2dc1a3e086d8b,474,Cytidylate_kin,PF02224.13,2.0e-49
172,Campbell_et_al,76da989409d845f5e097186ed3e4db395cafde0f26590ced364bc5b8,2541,Ribosomal_L16,PF00252.13,1.2e-56
173,Campbell_et_al,acb9547321712261b984fae55d5395d8822e77923c7daee42aa320a6,38,UvrC_HhH_N,PF08459.6,2.1e-53
174,Campbell_et_al,cd9cd69b7ca8a6b61825a325e7b295fb4681d5541a02967ca8a91c47,3599,SecG,PF03840.9,7.6e-21
175,Campbell_et_al,bbc2def1f2b05e191172efa6d0419da1336464ff695483d0bd708f53,205,Peptidase_A8,PF01252.13,1.5e-33
176,Campbell_et_al,65982272409a954f5624cd1443f75ad298fb3b8d1e536f67a4d1ee64,3697,Seryl_tRNA_N,PF02403.17,2.2e-24
177,Campbell_et_al,92b363012543af77e5380c314fe4fa2c24ef9fa87bb269040d937298,2403,Pept_tRNA_hydro,PF01195.14,6.2e-61
178,Campbell_et_al,a1d137d7af7b72482c7edf6c589772e16e6639d6130bbd391bb6662c,836,Ribonuclease_P,PF00825.13,2.2e-20
179,Campbell_et_al,969864ecc0f4a38bda4abca535e3231e39f1368d284f31d50749b5cc,3040,S-AdoMet_synt_C,PF02773.11,3.4e-60
180,Campbell_et_al,185b510f962da7fa885d0baea2e92cbfd4556cd97eed67b1a942df1f,2103,Ribosomal_S20p,PF01649.13,7.3e-17
181,Campbell_et_al,a57daa555eb33637df718f3fb221d031476b3706708805915aa39a73,2194,GMP_synt_C,PF00958.17,1.2e-41
182,Campbell_et_al,c061e68b9ef8b730d200dbeb57cd520157756d5a03468059c64c6cd1,1732,PNPase,PF03726.9,2.3e-10
183,Campbell_et_al,968c1ddfa740dbd41c57f7fa97e06e84dd5ac7281281cfec8f8f02da,2529,Ribosomal_L18e,PF00828.14,9.9e-30
184,Campbell_et_al,f42fc61a6b8ffcce56df652823a50cfca89d799b08ed8b03aa2f91bf,2533,Ribosomal_L6,PF00347.18,9.0e-42
