entry_id,source,gene_unique_identifier,gene_callers_id,gene_name,gene_hmm_id,e_value
52,Rinke_et_al,5e3a70524b4c3f52b36c0298fd600d4886bf40a733665624605d3f86,4916,RNA_pol_Rpb6,PF01192.19,2.6e-11
53,Rinke_et_al,1a982a5e85f14c0714f11c58f09abdf8cfc41d8e30b0efc73694199a,671,Ribosomal_L11,PF00298.16,2.1e-24
54,Rinke_et_al,89d7a9e4f97245394e628632a8a089345b78d753008193c278e0b943,1132,MoaC,PF01967.18,2.0e-45
55,Rinke_et_al,cdb56133a67ad6e4769d85e4e112667ed1c72ec45b89c2a2182b251e,2089,Ribosomal_S8,PF00410.16,3.8e-52
56,Rinke_et_al,ace719015b1df776806ec0b4f02acc31318aa176807cdc8e34c9b10a,5031,DHO_dh,PF01180.18,7.2e-09
57,Rinke_et_al,730c30b27dd6f81a52182f82e8603c00c615ad72c3d975c1f2c31781,2059,EFG_IV,PF03764.15,1.2e-40
58,Rinke_et_al,f5140505428708d972d7c48335b37032ec1b06c93ddfe186fc163532,676,RNA_pol_Rpb1_3,PF04983.15,3.2e-26
59,Rinke_et_al,8ad521e4f95620b9c5d7e86c770419f91a16b422d35e7fd382c195b6,4006,DALR_1,PF05746.12,3.1e-30
60,Rinke_et_al,ee71fd7a843d15f29252061d349056f0b0af1e2fbdd99811162b3681,2082,Ribosomal_L16,PF00252.15,3.0e-53
61,Rinke_et_al,6e65e9d94a56e4d78c4abf30053558deae1a257a556100f364a2afc8,671,Ribosomal_L11_N,PF03946.11,5.8e-30
62,Rinke_et_al,ecd56ebe3cbebcea968e5f8eb1b4ab31ad7b11b6c9cee15bd795383b,5061,Ribosomal_S9,PF00380.16,2.6e-45
63,Rinke_et_al,a3ccc35973090125cfabce87592439eb7f424aa356e03ab7764e092b,4304,SRP_SPB,PF02978.16,7.0e-38
64,Rinke_et_al,0a1f1b3043a9f593f19d51698a2103407b09bac8b3391b4cd4f01d35,776,DNA_binding_1,PF01035.17,4.4e-28
65,Rinke_et_al,5e780cb618fa626faf5d5fe6d1d6cce5233ed4e1f1f5ea4ba8a19d9e,197,AdoHcyase_NAD,PF00670.18,3.0e-81
66,Rinke_et_al,83575c8c2fe8d9ca39f2525d2cb651b73c01f298411d64a8e25425eb,672,Ribosomal_L1,PF00687.18,7.2e-51
67,Rinke_et_al,17e5bf669eaae4801d49aab41629ad22333e423b1886143015e893fa,2078,Ribosomal_L2_C,PF03947.15,7.0e-55
68,Rinke_et_al,b78de47e22bfb1e0fec66366fe54b83b04c7ace0d8bd688a10224b07,5062,Ribosomal_L13,PF00572.15,9.5e-57
69,Rinke_et_al,6347a22438c8033b23d2ea52afc6283752318e9345e2055d994f0364,4082,tRNA-synt_1c,PF00749.18,2.1e-92
70,Rinke_et_al,54115b103961bae409389928c1b71a18bb711c5c3a68aeab2c27a67c,2950,EFG_C,PF00679.21,9.0e-23
71,Rinke_et_al,282ed167e1df60f2032552d0923e0e546a826abb1a0e1756647ec227,673,Ribosomal_L10,PF00466.17,5.2e-23
72,Rinke_et_al,9b7eb0d8a4a367644e17446069b210e3cbfa6cc5d27493985041358d,2084,Ribosomal_S17,PF00366.17,3.5e-35
73,Rinke_et_al,9d283d2a2bef030d158fffc38cca4f1ed518c754f8f35de07fc615ae,2059,EFG_C,PF00679.21,1.2e-33
74,Rinke_et_al,03db70be4b798c4a0430d92ff1491ce610aefd09164edf8b7d3b413f,2209,TruB_N,PF01509.15,2.7e-52
75,Rinke_et_al,d2315d80beb53cff9068ca5cabdc81c3e2d7280f2209be8865284d27,10,DNA_binding_1,PF01035.17,8.8e-24
76,Rinke_et_al,71e1616ebee5b6044713d23d9fddeabd4097e7e85589a2a6ad7b1965,2099,Ribosomal_S11,PF00411.16,2.4e-46
77,Rinke_et_al,11a9358c995df5f03491f4bf6c3549914c547193e0b7b3c1719aa067,472,PGK,PF00162.16,4.1e-160
78,Rinke_et_al,db2ca5d20434a6c72fe05092cdfeb7b87855c36724385d0e197a7066,2058,Ribosomal_S7,PF00177.18,1.9e-62
79,Rinke_et_al,03a2604e2926ecb36aa6b9d0779d1279d7b7c5da7d3100a36158124a,2075,Ribosomal_L3,PF00297.19,5.5e-16
80,Rinke_et_al,b40e4e20e29a9c0fcb45338f333d1b23224b306c8dd05691d9f2ee9e,142,NDK,PF00334.16,3.1e-54
81,Rinke_et_al,a2436feea3b259cf0e314bdb7b95d1c4305c4430c96b0f46b0e7365e,2709,GAD,PF02938.11,4.0e-17
82,Rinke_et_al,b3d00297709b7ebe5574270bd6f9ea8e25057b4fe2d98abecc7e184f,676,RNA_pol_Rpb1_2,PF00623.17,4.6e-40
83,Rinke_et_al,731e44c019b7f769c9d2ca18637613d4921306ca50c8b4d36143ae2b,2079,Ribosomal_S19,PF00203.18,2.2e-38
84,Rinke_et_al,6297f85d16ea07ac789809baccf794b1c348529aa4fd70d22a26542f,4762,LigT_PEase,PF02834.13,1.7e-10
85,Rinke_et_al,9e15d728cda60518b9c493708a77d06b941a0d58f442f2af1af6fd05,2165,UPF0004,PF00919.17,9.3e-28
86,Rinke_et_al,843ce2c583631f3fd975e171f5ff31e7cc6c5bf051b5022782eadbef,5147,RtcB,PF01139.14,5.2e-85
87,Rinke_et_al,2e727abc210f48aa32220dea6e8ffafddc9256ded40f590d7522de7d,4006,tRNA-synt_1d,PF00750.16,1.0e-47
88,Rinke_et_al,e6d64a2fb779ee3dedc724fa9b71f1cc2aba0f595159e80dbdc7f8c2,2083,Ribosomal_L29,PF00831.20,3.6e-21
89,Rinke_et_al,3b84ef1ad3eb7cc0b3a13a65f421cc6d5dc547f75793c23e9a11af26,2081,Ribosomal_S3_C,PF00189.17,2.7e-41
90,Rinke_et_al,6aa182e7c252b4a7dadaaea2abdc619418bdbae3e53a330f7f12efb0,2092,Ribosomal_S5,PF00333.17,2.1e-31
91,Rinke_et_al,d645dea2183e8f062c68319404504259b99de3bfface05f2d9a19af4,5060,Ribosomal_S2,PF00318.17,1.5e-94
92,Rinke_et_al,7097ed196310e0727aa16caa1d20c75d44a4063c161494d5dced5243,2098,Ribosomal_S13,PF00416.19,1.8e-34
93,Campbell_et_al,a23c8b97fb4a27349382c06ca8398e7628302415a60d172a0f72fadc,2169,Ribosomal_L28,PF00830.14,3.3e-32
94,Campbell_et_al,ee358f79a483adfc5ebfa16be3c28288f610cef711d6db0905e7b84f,4197,Ribosomal_S16,PF00886.14,3.5e-26
95,Campbell_et_al,15fae18e13ae8d588f487c9d79f1e971256b74e127fb18c526556ac5,3569,Ribosomal_L20,PF00453.13,5.2e-46
96,Campbell_et_al,4bd72be142ce35ff8fd7af906bfe864d9bef63efb661ef81fcd40aba,4696,PseudoU_synth_1,PF01416.15,8.3e-22
97,Campbell_et_al,70f490068d9ada5eebc87c6fa7b723d149644b6c7b92967a7ec09e25,2622,UvrB,PF12344.3,6.3e-23
98,Campbell_et_al,0b0a97c8a9452021b564100c9a30290c16aa51a9e4b25a5d4c35b91c,5214,UvrC_HhH_N,PF08459.6,2.8e-54
99,Campbell_et_al,b78de47e22bfb1e0fec66366fe54b83b04c7ace0d8bd688a10224b07,5062,Ribosomal_L13,PF00572.13,3.3e-54
100,Campbell_et_al,2e727abc210f48aa32220dea6e8ffafddc9256ded40f590d7522de7d,4006,tRNA-synt_1d,PF00750.14,1.5e-52
101,Campbell_et_al,d645dea2183e8f062c68319404504259b99de3bfface05f2d9a19af4,5060,Ribosomal_S2,PF00318.15,3.1e-83
102,Campbell_et_al,754a4868c96195378b29a911f495d54aa10e5822bda472c7c12ae82a,2097,eIF-1a,PF01176.14,8.6e-29
103,Campbell_et_al,3b84ef1ad3eb7cc0b3a13a65f421cc6d5dc547f75793c23e9a11af26,2081,Ribosomal_S3_C,PF00189.15,9.9e-34
104,Campbell_et_al,3f92f8c375b350e1d0b714bdd4614f7f6f435ca102c5c813e0ce44a6,2060,Ribosomal_S10,PF00338.17,2.9e-40
105,Campbell_et_al,ecd56ebe3cbebcea968e5f8eb1b4ab31ad7b11b6c9cee15bd795383b,5061,Ribosomal_S9,PF00380.14,2.3e-46
106,Campbell_et_al,17e5bf669eaae4801d49aab41629ad22333e423b1886143015e893fa,2078,Ribosomal_L2_C,PF03947.13,2.0e-53
107,Campbell_et_al,c32d2f261bba44b42511ae749967c8dbe732db84f4f12349794230a3,633,FDX-ACB,PF03147.9,6.3e-30
108,Campbell_et_al,0bb33d79ec54a090b4d261b489a434f8c7906cfe31d25f1c7bd338c0,2057,Ribosom_S12_S23,PF00164.20,1.3e-58
109,Campbell_et_al,ead26901f5c46fbb2f38caca21e1af1261f6e4bdc08350d215c59673,576,Ribosomal_S6,PF01250.12,5.9e-31
110,Campbell_et_al,b1d8a99a34dee274f9417b02107f3af0c587ce90fe4b04a63c39ce01,2748,IF-2,PF11987.3,1.8e-39
111,Campbell_et_al,40a8a81b62f57ee994ed23fea0acea1a3996298f6d2caebbbc14874d,2095,SecY,PF00344.15,8.9e-104
112,Campbell_et_al,72be1f2f727492ae7a8a58a693afe8c728043f73fab1324d057f7254,3010,Seryl_tRNA_N,PF02403.17,3.0e-25
113,Campbell_et_al,6aa182e7c252b4a7dadaaea2abdc619418bdbae3e53a330f7f12efb0,2092,Ribosomal_S5,PF00333.15,3.7e-31
114,Campbell_et_al,7df30bdbf06c7611e089570b32e180418ebafa2526fca8c368aa8c51,675,RNA_pol_Rpb2_6,PF00562.23,2.5e-158
115,Campbell_et_al,e092a5f115d87769ee69ac2c1e2e71268d4e8bafeb7a33b98871d9c4,675,RNA_pol_Rpb2_2,PF04561.9,2.9e-32
116,Campbell_et_al,5cb04d3facf2c53a4395e1e3a8753a4bd15258ec9e9f6af5e8617b47,5090,dsrm,PF00035.20,1.3e-17
117,Campbell_et_al,df884aeb8d4ecd1e5faafd66c8b54bda3c57f07d4137226fd8319a60,4105,UPF0079,PF02367.12,4.1e-37
118,Campbell_et_al,f5140505428708d972d7c48335b37032ec1b06c93ddfe186fc163532,676,RNA_pol_Rpb1_3,PF04983.13,2.7e-26
119,Campbell_et_al,264c2df88ee42cdf8221b9dac4556574ffc0f6636b00dffe6fb6a50e,681,IPPT,PF01715.12,1.5e-77
120,Campbell_et_al,73611099b99f7f163df04f9796f84ead7467387dccba8d606aa7d301,2987,Toprim_N,PF08275.6,3.0e-40
121,Campbell_et_al,ce7e88c06b5e597212a8c1105d34d035b3e88958c8678cfc239dbf38,675,RNA_pol_Rpb2_7,PF04560.15,2.7e-30
122,Campbell_et_al,6c3adc0ee7f8f630be3c8d884a9a4e59efdc90fb2ebb9234f152c057,799,GrpE,PF01025.14,4.4e-46
123,Campbell_et_al,e6d64a2fb779ee3dedc724fa9b71f1cc2aba0f595159e80dbdc7f8c2,2083,Ribosomal_L29,PF00831.18,2.5e-20
124,Campbell_et_al,522ebf43ccf03690ffd32843e9fd6d5a1e859a2a280b36fc3d0dff39,1631,Ribosomal_S15,PF00312.17,1.5e-25
125,Campbell_et_al,ad6d3b98086853684c42de52b1c3280b2f2d0bc37bf239b67e3cd477,2102,Ribosomal_L17,PF01196.14,3.8e-38
126,Campbell_et_al,dae49583e152354c4b5bc41e7d202042a3a31b01c416de580b3a3172,1001,YchF-GTPase_C,PF06071.8,5.1e-43
127,Campbell_et_al,d016a99a2b9bce151fac84f10fc1832e8617cdc58c2560ecced0e93a,3546,RuvB_C,PF05491.8,4.3e-37
128,Campbell_et_al,2cf85b3f9d6b2d276002a2cc4030e9a064cc5aaca63ac75d5f07af35,1668,Ribosomal_L27,PF01016.14,2.2e-38
129,Campbell_et_al,c07d0549a2438ccebe5e6bef0fb99fe38786119aa325a302b4f0a418,2747,NusA_N,PF08529.6,2.6e-33
130,Campbell_et_al,24f5d6fc676c883a7d80c2c8ecc4986639e83b79d5ea8ab813145477,2666,S-AdoMet_synt_C,PF02773.11,3.7e-63
131,Campbell_et_al,1143c62f0433772262e853845ecca2f3d6def8ec1571025f623724c5,4200,tRNA_m1G_MT,PF01746.16,9.7e-54
132,Campbell_et_al,ce0440aa20341df32cf767c471f8053a54208c30a93845440eac4ad3,4201,Ribosomal_L19,PF01245.15,2.8e-48
133,Campbell_et_al,310087bbea13b569b1f83b05ad1af93b6ca773c4cba341995df68a2e,674,Ribosomal_L12,PF00542.14,2.7e-30
134,Campbell_et_al,d0d7d52b5d7e87b725b8e5f112f91ca5e5a18397cb19c5bc13f4b846,676,RNA_pol_Rpb1_5,PF04998.12,4.4e-69
135,Campbell_et_al,c799eb24241ef5482f3bce65c9d02e7607eb4f21684412268e63028b,2459,Phe_tRNA-synt_N,PF02912.13,6.7e-15
136,Campbell_et_al,2566f663105db6ef0c0abecec354da255e65d47782bc0fbf3ffa6e25,1845,Ribosomal_L12,PF00542.14,1.2e-17
137,Campbell_et_al,cd714e7d4f17c3e02703c04fb81e0afa7f0a0c9cdd3965485bf874cf,4444,Cytidylate_kin,PF02224.13,1.3e-49
138,Campbell_et_al,572297fa9dd712c8d8b7f69524a5a9683263ee3c83ac09eebc4fe566,4190,Oligomerisation,PF02410.10,1.2e-32
139,Campbell_et_al,aaf3c8de6d221bc651b36f68c486f2c46c64c760e9fd2b6d8ec95ca7,3310,IF3_N,PF05198.11,7.3e-31
140,Campbell_et_al,6835301f7a39f3faa50f1e16e39e2507c37fbcdc4f3601f60a3be42a,2078,Ribosomal_L2,PF00181.18,6.8e-35
141,Campbell_et_al,ceaa6efeb3ff9ed2ca014ec533c586b56f73b89f1df7943ce739b70b,5059,UBA,PF00627.26,2.5e-12
142,Campbell_et_al,0dbb14f5f7d0e8200e3a15d1d3a99c733a39914936d2674135580c25,2207,Flavokinase,PF01687.12,2.2e-39
143,Campbell_et_al,1154d89c87390f36e780d1d76a11f923fb66580ce00a6115e3b99423,744,DNA_pol3_beta,PF00712.14,1.9e-35
144,Campbell_et_al,0a7572071fd3cec445ff39f71a219336d8d5982832e85e8488692a87,1556,Competence,PF03772.11,2.8e-60
145,Campbell_et_al,35177d2d55f20afbcb031b9fade8e5bb17e77daed824ad7fb8431d2b,2101,RNA_pol_L,PF01193.19,2.7e-27
146,Campbell_et_al,75727c301c9fab681bbb51d586c1d17fa864adabdc1606c84c2f7b9a,1919,Trigger_N,PF05697.8,5.5e-35
147,Campbell_et_al,9a367dbc695faa9bd36f6b512a29c84bff6c3713c116fea2b4680464,3568,Ribosomal_L35p,PF01632.14,7.8e-26
148,Campbell_et_al,62918ecb36ad00b261e0a47f9040b1e8b31b3bf9da08a26d07cce138,5059,EF_TS,PF00889.14,4.2e-66
149,Campbell_et_al,cdb56133a67ad6e4769d85e4e112667ed1c72ec45b89c2a2182b251e,2089,Ribosomal_S8,PF00410.14,7.8e-49
150,Campbell_et_al,6de6767accb4b6d7fc8d85858c9f32e6198644662bf035c52717322d,577,Ribosomal_S18,PF01084.15,3.9e-26
151,Campbell_et_al,310453cb52884285832105deaa836131de8fbe05a76fd6aac2b9b103,2085,Ribosomal_L14,PF00238.14,1.2e-55
152,Campbell_et_al,be625e4bf45475c9a696edd23b64a126005a4c6f73c3dac1061afdf6,5054,RRF,PF01765.14,8.4e-65
153,Campbell_et_al,7097ed196310e0727aa16caa1d20c75d44a4063c161494d5dced5243,2098,Ribosomal_S13,PF00416.17,7.0e-38
154,Campbell_et_al,9721e4fef142140c2c73ec08db0649991706e6644c1005b1ed69e11d,626,Ribosomal_S20p,PF01649.13,2.6e-19
155,Campbell_et_al,282ed167e1df60f2032552d0923e0e546a826abb1a0e1756647ec227,673,Ribosomal_L10,PF00466.15,3.3e-23
156,Campbell_et_al,d870339767ca1c0d78c1a76801240ba217a68bd8f66834afc3295e03,3046,MurB_C,PF02873.11,5.2e-25
157,Campbell_et_al,4c54b185a4e6643a1cc4444b220d9971ea32ffc9be2d60955c569f95,744,DNA_pol3_beta_3,PF02768.10,2.7e-30
158,Campbell_et_al,c22473fa5047f99c43f20dbfcf0c7aa2c27f98bb389a5457059965da,2077,Ribosomal_L23,PF00276.15,6.8e-30
159,Campbell_et_al,897ef312009b8e5c8d8423048ac68325397568b9d187ac556de77d34,1639,THF_DHG_CYH_C,PF02882.14,1.8e-67
160,Campbell_et_al,bed908342f51d4495574b5079683fbb911712d0109eb0dcab9678835,1919,Trigger_C,PF05698.9,2.6e-10
161,Campbell_et_al,2c0335a6e45a89bc4ca98fe283fc1f62571c867b2ba87798ab5a74aa,744,DNA_pol3_beta_2,PF02767.11,1.0e-30
162,Campbell_et_al,9bcac7545dc3144ce768d75ea829c16d01bba3fc310ffeeeecef353d,675,RNA_pol_Rpb2_1,PF04563.10,2.8e-21
163,Campbell_et_al,03a2604e2926ecb36aa6b9d0779d1279d7b7c5da7d3100a36158124a,2075,Ribosomal_L3,PF00297.17,1.1e-41
164,Campbell_et_al,99fe071eb3144e633cb49859e5c558ed3dc0285059e45f7e4685c093,3310,IF3_C,PF00707.17,4.3e-30
165,Campbell_et_al,7006c295ba93b7baf0bbc5b17cf2625cd56499859507a0addb52e3b3,2087,Ribosomal_L5_C,PF00673.16,1.5e-40
166,Campbell_et_al,9b87e07e1277fae4f92b4d226e22d7d1bfac0f0e95ee257e9e46db7d,2090,Ribosomal_L6,PF00347.18,6.6e-45
167,Campbell_et_al,6e6034a1b10c40e18d7d5ccaf2d15f4a653f5418c2124ace065ac94b,475,Methyltransf_5,PF01795.14,1.3e-97
168,Campbell_et_al,b6ce02c03cf4d88f84d2eebe2f417485287989e9b45bc8bb2de155a8,3005,Peptidase_A8,PF01252.13,1.3e-35
169,Campbell_et_al,b3d00297709b7ebe5574270bd6f9ea8e25057b4fe2d98abecc7e184f,676,RNA_pol_Rpb1_2,PF00623.15,1.8e-52
170,Campbell_et_al,f0fd1994156edf74a5010addbcef2609cdea23cb851e44e005ce9b37,2094,Ribosomal_L18e,PF00828.14,6.4e-28
171,Campbell_et_al,8f66ff541fa138203c0f26c1fae29dd6d9763ea55f6d67bab5fa6413,273,RecA,PF00154.16,8.8e-169
172,Campbell_et_al,83575c8c2fe8d9ca39f2525d2cb651b73c01f298411d64a8e25425eb,672,Ribosomal_L1,PF00687.16,1.1e-46
173,Campbell_et_al,184e58fe5a5f903754519c3938e96638359c1d2bc04785a1110a99e2,2087,Ribosomal_L5,PF00281.14,2.4e-14
174,Campbell_et_al,03db70be4b798c4a0430d92ff1491ce610aefd09164edf8b7d3b413f,2209,TruB_N,PF01509.13,7.1e-53
175,Campbell_et_al,0772f0e316a3642732fe7cc64af3499a3fd8f32a13b626b9551ccf95,662,SecE,PF00584.15,1.9e-18
176,Campbell_et_al,bf01c9c29a585420787d33ff0052e248abf64191715dde69d0afc293,676,RNA_pol_Rpb1_4,PF05000.12,7.7e-17
177,Campbell_et_al,db2ca5d20434a6c72fe05092cdfeb7b87855c36724385d0e197a7066,2058,Ribosomal_S7,PF00177.16,2.8e-59
178,Campbell_et_al,f54872550eae8785afc2c51b858bfbf2e655034e7998178f6832fe37,5044,RuvA_C,PF07499.8,2.0e-15
179,Campbell_et_al,062588f431d3303e35d461030697ee36b1079c4511ac8c20746d2295,2355,GTP1_OBG,PF01018.17,2.5e-48
180,Campbell_et_al,076badd1a8fae42a81470236539d496ba85bb012d4c1cfbbd5fb9e2e,4176,TRCF,PF03461.10,3.5e-26
181,Campbell_et_al,5ab1917456c07a737081f72b13222a15b437d4320cd4f67f3c269cf5,1049,GidB,PF02527.10,1.1e-39
182,Campbell_et_al,a77df8484023438fef7bd7d087bca923d741fd4d71eb599f1faaf9e7,2785,RBFA,PF02033.13,3.2e-26
183,Campbell_et_al,2ecb491afc379f5f3da78d7c2d5821ff008c4c1cd4654642352a521a,2521,GMP_synt_C,PF00958.17,1.2e-42
184,Campbell_et_al,3d7a15bd81d19c264b649ec2c2405ee83ca08afe86e6b5aca907f3a0,675,RNA_pol_Rpb2_45,PF10385.4,2.9e-23
185,Campbell_et_al,ca01a48629ce4792e73e0b8b920a7d88359b19a5f0fe0e57b70d78bf,2100,Ribosomal_S4,PF00163.14,2.9e-21
